# Matter power spectrum P(k) at redshift z=5
# for k=1.04587e-05 to 1006.18 h/Mpc,
# number of wavenumbers equal to 625
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       1.045870268866e-05       2.002274027269e+00 
       2.373187310368e-05       4.482700256294e+00 
       3.705372380217e-05       6.944098948167e+00 
       5.046231721908e-05       9.403120050707e+00 
       6.399637571182e-05       1.187111477550e+01 
       7.769564809544e-05       1.435767134085e+01 
       9.160128847324e-05       1.687167614553e+01 
       1.057562526912e-04       1.942178450867e+01 
       1.202057177832e-04       2.201668741301e+01 
       1.349975298089e-04       2.466529357963e+01 
       1.501826854778e-04       2.737687304596e+01 
       1.658158528514e-04       3.016118245121e+01 
       1.819559361320e-04       3.302858324501e+01 
       1.986666889987e-04       3.599015806861e+01 
       2.160173799711e-04       3.905782898168e+01 
       2.340835117070e-04       4.224447831867e+01 
       2.529475937013e-04       4.556407426906e+01 
       2.726999642530e-04       4.903179849367e+01 
       2.934396523958e-04       5.266417603132e+01 
       3.152752632892e-04       5.647920179930e+01 
       3.383258608066e-04       6.049646064820e+01 
       3.627218082115e-04       6.473723066259e+01 
       3.886055114391e-04       6.922456162507e+01 
       4.161319894287e-04       7.398331132206e+01 
       4.454691725620e-04       7.904012359022e+01 
       4.767978048485e-04       8.442332507281e+01 
       5.103108008224e-04       9.016271274753e+01 
       5.462118888683e-04       9.628920605560e+01 
       5.847133659379e-04       1.028343332086e+02 
       6.260328036873e-04       1.098295285999e+02 
       6.703885934819e-04       1.173052289332e+02 
       7.179943068205e-04       1.252897729254e+02 
       7.690519824771e-04       1.338081364953e+02 
       8.237446254462e-04       1.428805736369e+02 
       8.822283938101e-04       1.525212494449e+02 
       9.446251199277e-04       1.627370134731e+02 
       1.011015913410e-03       1.735264321174e+02 
       1.081436579913e-03       1.848792288498e+02 
       1.155875438088e-03       1.967762103112e+02 
       1.234273840199e-03       2.091897310477e+02 
       1.316529352574e-03       2.220846377773e+02 
       1.402501208648e-03       2.354196122972e+02 
       1.492017387150e-03       2.491487644520e+02 
