# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=4.5
# for k=1.04662e-05 to 1252.33 h/Mpc,
# number of wavenumbers equal to 625
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
# t_i   stands for theta_i(k,z) with above normalization 
# t_tot stands for (sum_i [rho_i+p_i] theta_i)/(sum_i [rho_i+p_i]))(k,z)
#
#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_ur                   6:d_ncdm[0]              7:d_tot                  8:phi                    9:psi                   10:t_g                   11:t_b                   12:t_ur                  13:t_ncdm[0]             14:t_tot              
       1.046615463745e-05      -3.035740116906e-04      -2.277050265931e-04      -2.277050303471e-04      -3.035733127939e-04      -2.276672046426e-04      -2.278259573648e-04       5.994405926235e-01       5.984500910692e-01      -1.462855686109e-11      -2.935093903825e-15      -1.511326976255e-11      -1.844201609773e-14      -3.236440783921e-14 
       2.376038198236e-05      -1.563871485494e-03      -1.173554723227e-03      -1.173554822927e-03      -1.563852928106e-03      -1.173356637045e-03      -1.174176871384e-03       5.994370417840e-01       5.984471878055e-01      -3.884414326246e-10      -7.794380053164e-14      -4.013109686295e-10      -4.898557541729e-13      -8.593948715790e-13 
       3.710349534755e-05      -3.810429327036e-03      -2.861692191244e-03      -2.861692783890e-03      -3.810319052550e-03      -2.861195417432e-03      -2.863204462800e-03       5.994307036429e-01       5.984420045710e-01      -2.308445057640e-09      -4.632756093530e-13      -2.384911935794e-09      -2.912761626831e-12      -5.107267174264e-12 
       5.053373918547e-05      -7.059922054199e-03      -5.308250936093e-03      -5.308252974300e-03      -7.059542984753e-03      -5.307292504543e-03      -5.311043139209e-03       5.994215219000e-01       5.984344945139e-01      -7.936362857232e-09      -1.593034369512e-12      -8.199176375228e-09      -1.002209377588e-11      -1.755872527265e-11 
       6.409002286981e-05      -1.133830659024e-02      -8.538139247343e-03      -8.538144517353e-03      -1.133732709042e-02      -8.536519182997e-03      -8.542602920724e-03       5.994094056805e-01       5.984245822975e-01      -2.051049038775e-08      -4.118147456539e-12      -2.118944735830e-08      -2.592849909198e-11      -4.537859118525e-11 
       7.781229016556e-05      -1.668109037119e-02      -1.258551562592e-02      -1.258552706778e-02      -1.667896544881e-02      -1.258298266712e-02      -1.259204453880e-02       5.993942314651e-01       5.984121645573e-01      -4.450449846841e-08      -8.938820457700e-12      -4.597703876449e-08      -5.633614293866e-11      -9.846529673453e-11 
       9.174190112708e-05      -2.313371511910e-02      -1.749446548576e-02      -1.749448757387e-02      -2.312961701337e-02      -1.749070020730e-02      -1.750345567420e-02       5.993758415683e-01       5.983971101246e-01      -8.585199413350e-08      -1.725081950211e-11      -8.869101739648e-08      -1.088527432490e-10      -1.899480964370e-10 
       1.059220318115e-04      -3.075205061086e-02      -2.331989808096e-02      -2.331993728619e-02      -3.074478509402e-02      -2.331449248655e-02      -2.333174724558e-02       5.993540375912e-01       5.983792533673e-01      -1.522496306216e-07      -3.060827281213e-11      -1.572810236189e-07      -1.934117824022e-10      -3.368582743796e-10 
       1.203980972332e-04      -3.960299039119e-02      -3.012868979876e-02      -3.012875515681e-02      -3.959089453238e-02      -3.012112221694e-02      -3.014379583326e-02       5.993285803085e-01       5.983583941568e-01      -2.535564552837e-07      -5.100493165380e-11      -2.619291833415e-07      -3.228347746148e-10      -5.610131142669e-10 
       1.352182030212e-04      -4.976513678948e-02      -3.800110683360e-02      -3.800121065650e-02      -4.974595209898e-02      -3.799071064779e-02      -3.801986518509e-02       5.992991821068e-01       5.983342919767e-01      -4.023123090697e-07      -8.098416395882e-11      -4.155852081634e-07      -5.135715414889e-10      -8.901645943086e-10 
