# Matter power spectrum P(k) at redshift z=3.5
# for k=1.04662e-05 to 1252.33 h/Mpc,
# number of wavenumbers equal to 625
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       1.046615463745e-05       3.537728119700e+00 
       2.376038198236e-05       7.924069241243e+00 
       3.710349534755e-05       1.227676470885e+01 
       5.053373918547e-05       1.662530423864e+01 
       6.409002286981e-05       2.098979749926e+01 
       7.781229016556e-05       2.538723505058e+01 
       9.174190112708e-05       2.983336705970e+01 
       1.059220318115e-04       3.434353655123e+01 
       1.203980972332e-04       3.893315220175e+01 
       1.352182030212e-04       4.361801090679e+01 
       1.504336312308e-04       4.841455207936e+01 
       1.660993656557e-04       5.334008040929e+01 
       1.822746616995e-04       5.841297477953e+01 
       1.990236653020e-04       6.365289541188e+01 
       2.164160844181e-04       6.908099284497e+01 
       2.345279149384e-04       7.472012258149e+01 
       2.534422204530e-04       8.059506713355e+01 
       2.732499615879e-04       8.673276205354e+01 
       2.940508653643e-04       9.316252445166e+01 
       3.159543176948e-04       9.991627709016e+01 
       3.390802521723e-04       1.070287573030e+02 
       3.635599952194e-04       1.145376982436e+02 
       3.895370109835e-04       1.224839618854e+02 
       4.171674689393e-04       1.309115979007e+02 
       4.466205333915e-04       1.398677956080e+02 
       4.780782483270e-04       1.494026896033e+02 
       5.117348661769e-04       1.595689701303e+02 
       5.477954498908e-04       1.704212494668e+02 
       5.864735715359e-04       1.820151327612e+02 
       6.279879469527e-04       1.944059550189e+02 
       6.725578955390e-04       2.076471611927e+02 
       7.203976063313e-04       2.217883438295e+02 
       7.717093298790e-04       2.368730013585e+02 
       8.266757926854e-04       2.529361368019e+02 
       8.854523243233e-04       2.700018780274e+02 
       9.481593574820e-04       2.880813426795e+02 
       1.014876058753e-03       3.071710070270e+02 
       1.085635827580e-03       3.272517912463e+02 
       1.160424239958e-03       3.482890188865e+02 
       1.239179727688e-03       3.702333045302e+02 
       1.321796928534e-03       3.930222715549e+02 
       1.408132297896e-03       4.165829301514e+02 
       1.498011316077e-03       4.408344487318e+02 
       1.591236505675e-03       4.656910218415e+02 
       1.687595497339e-03       4.910646119605e+02 
       1.786868517943e-03       5.168673603767e+02 
       1.888834871686e-03       5.430135776853e+02 
       1.993278190033e-03       5.694212493213e+02 
       2.099990403001e-03       5.960131470400e+02 
       2.208774512640e-03       6.227174926434e+02 
       2.319446326928e-03       6.494674738783e+02 
       2.431835346064e-03       6.762040482888e+02 
       2.545784995326e-03       7.028733361127e+02 
       2.661152381292e-03       7.294272333846e+02 
       2.777807721218e-03       7.558229132516e+02 
       2.895633565607e-03       7.820229449105e+02 
       3.014523905780e-03       8.079943564080e+02 
       3.134383233717e-03       8.337085499635e+02 
       3.255125601351e-03       8.591407240615e+02 
       3.376673710775e-03       8.842694434067e+02 
       3.498958054978e-03       9.090764403178e+02 
       3.621916120120e-03       9.335459768410e+02 
       3.745491654238e-03       9.576650166034e+02 
       3.869634003183e-03       9.814224332806e+02 
       3.994297511863e-03       1.004809019657e+03 
       4.119440987235e-03       1.027817436518e+03 
       4.245027218577e-03       1.050441853603e+03 
       4.371022550148e-03       1.072678119580e+03 
       4.497396501295e-03       1.094522492876e+03 
       4.624121429184e-03       1.115973194801e+03 
       4.751172229615e-03       1.137028659862e+03 
       4.878526071723e-03       1.157688736161e+03 
       5.006162162716e-03       1.177953656185e+03 
       5.134061539207e-03       1.197824151266e+03 
       5.262206882030e-03       1.217302016801e+03 
       5.390582351791e-03       1.236388788524e+03 
       5.519173442700e-03       1.255087007008e+03 
       5.647966852537e-03       1.273399531165e+03 
       5.776950366838e-03       1.291329092087e+03 
       5.906112755635e-03       1.308879456253e+03 
       6.035443681281e-03       1.326053649509e+03 
       6.164933616064e-03       1.342855506197e+03 
       6.294573768474e-03       1.359289264127e+03 
       6.424356017137e-03       1.375358573612e+03 
       6.554272851536e-03       1.391067788171e+03 
       6.684317318752e-03       1.406421066096e+03 
       6.814482975552e-03       1.421422388052e+03 
       6.944763845229e-03       1.436076385898e+03 
       7.075154378676e-03       1.450387916334e+03 
       7.205649419222e-03       1.464361180822e+03 
       7.336244170848e-03       1.478000264673e+03 
       7.466934169390e-03       1.491310340725e+03 
       7.597715256448e-03       1.504295510562e+03 
       7.728583555693e-03       1.516959868687e+03 
       7.859535451344e-03       1.529308854963e+03 
       7.990567568576e-03       1.541346131970e+03 
       8.121676755680e-03       1.553075613594e+03 
       8.252860067794e-03       1.564502941624e+03 
       8.384114752044e-03       1.575631231500e+03 
       8.515438233968e-03       1.586465085161e+03 
       8.646828105098e-03       1.597008265011e+03 
       8.778282111580e-03       1.607266396516e+03 
       8.909798143747e-03       1.617242452794e+03 
       9.041374226545e-03       1.626940447879e+03 
       9.173008510746e-03       1.636364721703e+03 
       9.304699264861e-03       1.645521618680e+03 
       9.436444867704e-03       1.654410614979e+03 
       9.568243801544e-03       1.663037258869e+03 
       9.700094645786e-03       1.671405253038e+03 
       9.831996071153e-03       1.679519110733e+03 
       9.963946834302e-03       1.687381820063e+03 
       1.009594577286e-02       1.694996753493e+03 
       1.022799180083e-02       1.702368323064e+03 
       1.036008390434e-02       1.709499596529e+03 
       1.049222113772e-02       1.716394321128e+03 
       1.062440261983e-02       1.723054433774e+03 
       1.075662753072e-02       1.729485624623e+03 
       1.088889510847e-02       1.735689215000e+03 
       1.102120464632e-02       1.741669934052e+03 
       1.115355548992e-02       1.747430482040e+03 
       1.128594703486e-02       1.752973058918e+03 
       1.141837872438e-02       1.758302200595e+03 
       1.155085004712e-02       1.763419682086e+03 
       1.168336053520e-02       1.768329844042e+03 
       1.181590976232e-02       1.773034979814e+03 
       1.194849734201e-02       1.777537578160e+03 
       1.208112292604e-02       1.781841130562e+03 
       1.221378620292e-02       1.785948807584e+03 
       1.234648689651e-02       1.789862407569e+03 
       1.247922476470e-02       1.793585401034e+03 
       1.261199959825e-02       1.797120111223e+03 
       1.274481121963e-02       1.800469465026e+03 
       1.287765948202e-02       1.803635950368e+03 
       1.301054426832e-02       1.806622152603e+03 
       1.314346549028e-02       1.809431383378e+03 
       1.327642308768e-02       1.812065177650e+03 
       1.340941702752e-02       1.814526857224e+03 
       1.354244730337e-02       1.816818458024e+03 
       1.367551393470e-02       1.818943055964e+03 
       1.380861696625e-02       1.820902942092e+03 
       1.394175646755e-02       1.822700475033e+03 
       1.407493253233e-02       1.824337438698e+03 
       1.420814527812e-02       1.825817098213e+03 
       1.434139484579e-02       1.827141550110e+03 
       1.447468139922e-02       1.828311581758e+03 
       1.460800512489e-02       1.829332314371e+03 
       1.474136623161e-02       1.830203480618e+03 
       1.487476495024e-02       1.830928644143e+03 
       1.500820153342e-02       1.831509817856e+03 
       1.514167625540e-02       1.831949392805e+03 
       1.527518941182e-02       1.832248571372e+03 
       1.540874131954e-02       1.832411162844e+03 
       1.554233231655e-02       1.832437556398e+03 
       1.567596276185e-02       1.832331174134e+03 
       1.580963303533e-02       1.832092994411e+03 
       1.594334353778e-02       1.831726623512e+03 
       1.607709469079e-02       1.831232826744e+03 
       1.621088693680e-02       1.830614200486e+03 
       1.634472073904e-02       1.829872475076e+03 
       1.647859658163e-02       1.829008882573e+03 
       1.661251496957e-02       1.828027746654e+03 
       1.674647642885e-02       1.826929020040e+03 
       1.688048150654e-02       1.825714620307e+03 
       1.701453077085e-02       1.824386608161e+03 
       1.714862481133e-02       1.822947339907e+03 
       1.728276423896e-02       1.821398485009e+03 
       1.741694968631e-02       1.819742368089e+03 
       1.755118180777e-02       1.817979609147e+03 
       1.768546127971e-02       1.816113214583e+03 
       1.781978880070e-02       1.814143716316e+03 
       1.795416509174e-02       1.812074242335e+03 
       1.808859089652e-02       1.809904811669e+03 
       1.822306698170e-02       1.807637822246e+03 
       1.835759413713e-02       1.805277827555e+03 
       1.849217317624e-02       1.802822389565e+03 
       1.862680493629e-02       1.800274274195e+03 
       1.876149027872e-02       1.797633826203e+03 
       1.889623008950e-02       1.794908311610e+03 
       1.903102527953e-02       1.792093519156e+03 
       1.916587678496e-02       1.789193261934e+03 
       1.930078556764e-02       1.786208167646e+03 
       1.943575261555e-02       1.783139877421e+03 
       1.957077894316e-02       1.779990701584e+03 
       1.970586559200e-02       1.776760033984e+03 
       1.984101363100e-02       1.773455463097e+03 
       1.997622415710e-02       1.770072036565e+03 
       2.011149829568e-02       1.766613022197e+03 
       2.024683720113e-02       1.763080189265e+03 
       2.038224205735e-02       1.759478395430e+03 
       2.051771407838e-02       1.755799170704e+03 
       2.065325450891e-02       1.752055856030e+03 
       2.078886462497e-02       1.748241399718e+03 
       2.092454573448e-02       1.744362239209e+03 
       2.106029917794e-02       1.740417157301e+03 
       2.119612632908e-02       1.736407972398e+03 
       2.133202859555e-02       1.732336437379e+03 
       2.146800741967e-02       1.728203474091e+03 
       2.160406427911e-02       1.724008409414e+03 
       2.174020068767e-02       1.719759319918e+03 
       2.187641819609e-02       1.715450705129e+03 
       2.201271839283e-02       1.711085991650e+03 
       2.214910290491e-02       1.706667494321e+03 
       2.228557339877e-02       1.702193288048e+03 
       2.242213158117e-02       1.697668396356e+03 
       2.255877920007e-02       1.693092556439e+03 
       2.269551804565e-02       1.688469880919e+03 
       2.283234995117e-02       1.683792427738e+03 
       2.296927679409e-02       1.679072398216e+03 
       2.310630049701e-02       1.674304574787e+03 
       2.324342302880e-02       1.669491666342e+03 
       2.338064640568e-02       1.664636955137e+03 
       2.351797269234e-02       1.659731393628e+03 
       2.365540400312e-02       1.654795454754e+03 
       2.379294250325e-02       1.649813814048e+03 
       2.393059041001e-02       1.644798479773e+03 
       2.406834999411e-02       1.639739765104e+03 
       2.420622358096e-02       1.634648480466e+03 
       2.434421355203e-02       1.629516756981e+03 
       2.448232234628e-02       1.624346542928e+03 
       2.462055246161e-02       1.619149253438e+03 
       2.475890645634e-02       1.613919739241e+03 
       2.489738695080e-02       1.608658146959e+03 
       2.503599662887e-02       1.603361064913e+03 
       2.517473823967e-02       1.598036503728e+03 
       2.531361459923e-02       1.592685554442e+03 
       2.545262859228e-02       1.587303696594e+03 
       2.559178317404e-02       1.581894627186e+03 
       2.573108137209e-02       1.576457445966e+03 
       2.587052628833e-02       1.570998327785e+03 
       2.601012110095e-02       1.565517436748e+03 
       2.614986906650e-02       1.560008426207e+03 
       2.628977352203e-02       1.554481044890e+03 
       2.642983788732e-02       1.548927251309e+03 
       2.657006566709e-02       1.543359676049e+03 
       2.671046045343e-02       1.537765929691e+03 
       2.685102592821e-02       1.532151436260e+03 
       2.699176586559e-02       1.526526708332e+03 
       2.713268413463e-02       1.520881868698e+03 
       2.727378470202e-02       1.515219044089e+03 
       2.741507163485e-02       1.509537345642e+03 
       2.755654910348e-02       1.503845141506e+03 
       2.769822138458e-02       1.498133902908e+03 
       2.784009286421e-02       1.492412135057e+03 
       2.798216804104e-02       1.486678398614e+03 
       2.812445152965e-02       1.480932042689e+03 
       2.826694806404e-02       1.475172033098e+03 
       2.840966250114e-02       1.469401468290e+03 
       2.855259982457e-02       1.463623279123e+03 
       2.869576514847e-02       1.457830803499e+03 
       2.883916372150e-02       1.452031855446e+03 
       2.898280093095e-02       1.446226977972e+03 
       2.912668230708e-02       1.440410684111e+03 
       2.927081352758e-02       1.434586384582e+03 
       2.941520042217e-02       1.428760413595e+03 
       2.955984897747e-02       1.422926622135e+03 
       2.970476534197e-02       1.417086969142e+03 
       2.984995583125e-02       1.411244011627e+03 
       2.999542693337e-02       1.405391511387e+03 
       3.014118531453e-02       1.399536398773e+03 
       3.028723782492e-02       1.393683137740e+03 
       3.043359150478e-02       1.387823330049e+03 
       3.058025359079e-02       1.381962225076e+03 
       3.072723152265e-02       1.376099058482e+03 
       3.087453294999e-02       1.370236462261e+03 
       3.102216573950e-02       1.364370053346e+03 
       3.117013798249e-02       1.358504749046e+03 
       3.131845800258e-02       1.352642733999e+03 
       3.146713436394e-02       1.346777212104e+03 
       3.161617587973e-02       1.340919207398e+03 
       3.176559162097e-02       1.335054245260e+03 
       3.191539092583e-02       1.329194357576e+03 
       3.206558340924e-02       1.323336811107e+03 
       3.221617897310e-02       1.317486608405e+03 
       3.236718781675e-02       1.311633237577e+03 
       3.251862044811e-02       1.305786012316e+03 
       3.267048769519e-02       1.299938816335e+03 
       3.282280071828e-02       1.294100059486e+03 
       3.297557102257e-02       1.288263115405e+03 
       3.312881047147e-02       1.282432736685e+03 
       3.328253130055e-02       1.276606830581e+03 
       3.343674613219e-02       1.270784789211e+03 
       3.359146799084e-02       1.264970371062e+03 
       3.374671031919e-02       1.259162078133e+03 
       3.390248699502e-02       1.253363469605e+03 
       3.405881234900e-02       1.247566210683e+03 
       3.421570118333e-02       1.241780372281e+03 
       3.437316879140e-02       1.235993193665e+03 
       3.453123097843e-02       1.230219900250e+03 
       3.468990408324e-02       1.224456323872e+03 
