# Matter power spectrum P(k) at redshift z=3.5
# for k=1.03708e-05 to 1004.54 h/Mpc,
# number of wavenumbers equal to 626
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       1.037084025954e-05       3.666752949214e+00 
       2.350783343365e-05       8.200655273320e+00 
       3.669207989643e-05       1.269949350984e+01 
       4.996047830342e-05       1.719341421373e+01 
       6.335055460381e-05       2.170289068917e+01 
       7.690081002873e-05       2.624516634976e+01 
       9.065108053222e-05       3.083618620852e+01 
       1.046429126454e-04       3.549145045349e+01 
       1.189199607415e-04       4.022649615917e+01 
       1.335284107432e-04       4.505722366092e+01 
       1.485174353032e-04       5.000015128764e+01 
       1.639396854033e-04       5.507263753212e+01 
       1.798518230764e-04       6.029308806231e+01 
       1.963150994787e-04       6.568116000618e+01 
       2.133959816872e-04       7.125796690871e+01 
       2.311668302169e-04       7.704629050896e+01 
       2.497066271193e-04       8.307079759539e+01 
       2.691017513641e-04       8.935826304675e+01 
       2.894467936671e-04       9.593779451566e+01 
       3.108453966031e-04       1.028410550600e+02 
       3.334110972519e-04       1.101024727611e+02 
       3.572681382947e-04       1.177594265183e+02 
       3.825521989702e-04       1.258523898300e+02 
       4.094109794171e-04       1.344250078446e+02 
       4.380045508699e-04       1.435240798692e+02 
       4.685053609261e-04       1.531994079351e+02 
       5.010977598240e-04       1.635034687586e+02 
       5.359768941802e-04       1.744908613571e+02 
       5.733468048383e-04       1.862174803852e+02 
       6.134175733447e-04       1.987393710254e+02 
       6.564013965590e-04       2.121112436414e+02 
       7.025075400686e-04       2.263846440385e+02 
       7.519362337995e-04       2.416058233261e+02 
       8.048717247371e-04       2.578134100399e+02 
       8.614748765506e-04       2.750360282905e+02 
       9.218758739237e-04       2.932900831824e+02 
       9.861677084840e-04       3.125779288874e+02 
       1.054401149639e-03       3.328866747239e+02 
       1.126581807468e-03       3.541877881156e+02 
       1.202669675553e-03       3.764375916426e+02 
       1.282581235175e-03       3.995786347611e+02 
       1.366193873776e-03       4.235417783442e+02 
       1.453352093645e-03       4.482487863689e+02 
       1.543874818574e-03       4.736151442217e+02 
       1.637563069718e-03       4.995528447308e+02 
       1.734207363089e-03       5.259729311687e+02 
       1.833594340191e-03       5.527876682834e+02 
       1.935512332119e-03       5.799122777497e+02 
       2.039755735168e-03       6.072662170257e+02 
       2.146128216934e-03       6.347740583027e+02 
       2.254444866528e-03       6.623654917014e+02 
       2.364533453504e-03       6.899768547078e+02 
       2.476234976412e-03       7.175507720337e+02 
       2.589403674793e-03       7.450352982456e+02 
       2.703906657843e-03       7.723842152023e+02 
       2.819623276667e-03       7.995565422700e+02 
       2.936444340157e-03       8.265162513722e+02 
       3.054271249918e-03       8.532318868083e+02 
       3.173015108858e-03       8.796758941568e+02 
       3.292595841196e-03       9.058245846938e+02 
       3.412941348707e-03       9.316573628275e+02 
       3.533986718268e-03       9.571566300901e+02 
       3.655673488777e-03       9.823073676742e+02 
       3.777948980598e-03       1.007096932732e+03 
       3.900765687365e-03       1.031514708927e+03 
       4.024080727862e-03       1.055551823394e+03 
       4.147855354391e-03       1.079201297308e+03 
       4.272054513371e-03       1.102457661533e+03 
       4.396646453625e-03       1.125316546803e+03 
       4.521602377807e-03       1.147774951480e+03 
       4.646896132584e-03       1.169830848646e+03 
       4.772503933447e-03       1.191483120933e+03 
       4.898404120356e-03       1.212731544684e+03 
       5.024576940744e-03       1.233576357566e+03 
       5.151004356762e-03       1.254018519163e+03 
       5.277669873967e-03       1.274059657604e+03 
       5.404558388958e-03       1.293701394154e+03 
       5.531656053750e-03       1.312946767043e+03 
       5.658950154934e-03       1.331798174850e+03 
       5.786429005896e-03       1.350258669260e+03 
       5.914081850578e-03       1.368331840443e+03 
       6.041898777443e-03       1.386020789116e+03 
       6.169870642470e-03       1.403329755051e+03 
       6.297989000146e-03       1.420262609471e+03 
       6.426246041543e-03       1.436823043533e+03 
       6.554634538687e-03       1.453015423210e+03 
       6.683147794509e-03       1.468844112086e+03 
       6.811779597769e-03       1.484313153588e+03 
       6.940524182392e-03       1.499427097160e+03 
       7.069376190757e-03       1.514191211377e+03 
       7.198330640496e-03       1.528608816083e+03 
       7.327382894438e-03       1.542684998184e+03 
       7.456528633367e-03       1.556424035038e+03 
       7.585763831294e-03       1.569829918268e+03 
       7.715084732992e-03       1.582908034925e+03 
       7.844487833559e-03       1.595662838826e+03 
       7.973969859803e-03       1.608098112987e+03 
       8.103527753271e-03       1.620218216006e+03 
       8.233158654757e-03       1.632027781265e+03 
       8.362859890148e-03       1.643531518892e+03 
       8.492628957469e-03       1.654732111136e+03 
       8.622463515031e-03       1.665635727384e+03 
       8.752361370560e-03       1.676246336793e+03 
       8.882320471224e-03       1.686567189401e+03 
       9.012338894475e-03       1.696602735000e+03 
       9.142414839628e-03       1.706357833403e+03 
       9.272546620120e-03       1.715837395786e+03 
       9.402732656372e-03       1.725041240721e+03 
       9.532971469217e-03       1.733976225964e+03 
       9.663261673838e-03       1.742645692432e+03 
       9.793601974169e-03       1.751053188264e+03 
       9.923991157724e-03       1.759202672399e+03 
       1.005442809082e-02       1.767097853056e+03 
       1.018491171415e-02       1.774742261428e+03 
       1.031544103870e-02       1.782139995970e+03 
       1.044601514194e-02       1.789293691077e+03 
       1.057663316434e-02       1.796207121281e+03 
       1.070729430608e-02       1.802883824155e+03 
       1.083799782404e-02       1.809327370775e+03 
       1.096874302903e-02       1.815540644949e+03 
       1.109952928310e-02       1.821527108316e+03 
       1.123035599723e-02       1.827290780561e+03 
       1.136122262898e-02       1.832833168372e+03 
       1.149212868049e-02       1.838159221333e+03 
       1.162307369646e-02       1.843271360950e+03 
       1.175405726241e-02       1.848171614509e+03 
       1.188507900295e-02       1.852864769432e+03 
       1.201613858026e-02       1.857352043454e+03 
       1.214723569261e-02       1.861637520633e+03 
       1.227837007303e-02       1.865724062875e+03 
       1.240954148805e-02       1.869613519709e+03 
       1.254074973651e-02       1.873309186711e+03 
       1.267199464853e-02       1.876814272499e+03 
       1.280327608447e-02       1.880131377731e+03 
       1.293459393400e-02       1.883262198299e+03 
       1.306594811524e-02       1.886211199582e+03 
       1.319733857396e-02       1.888979766987e+03 
       1.332876528286e-02       1.891570710215e+03 
       1.346022824085e-02       1.893986622589e+03 
       1.359172747244e-02       1.896230151643e+03 
       1.372326302717e-02       1.898303745851e+03 
       1.385483497905e-02       1.900210158571e+03 
       1.398644342610e-02       1.901951773605e+03 
       1.411808848988e-02       1.903530204230e+03 
       1.424977031510e-02       1.904949308976e+03 
       1.438148906924e-02       1.906209872448e+03 
       1.451324494222e-02       1.907314993880e+03 
       1.464503814612e-02       1.908267100156e+03 
       1.477686891488e-02       1.909067850331e+03 
       1.490873750409e-02       1.909720427602e+03 
       1.504064419080e-02       1.910226305840e+03 
       1.517258927328e-02       1.910588348573e+03 
       1.530457307094e-02       1.910808242503e+03 
       1.543659592419e-02       1.910888631659e+03 
       1.556865819430e-02       1.910830944825e+03 
       1.570076026339e-02       1.910637684734e+03 
       1.583290253432e-02       1.910311937013e+03 
       1.596508543072e-02       1.909854250539e+03 
       1.609730939692e-02       1.909267364152e+03 
       1.622957489802e-02       1.908554269715e+03 
       1.636188241988e-02       1.907714710440e+03 
       1.649423246924e-02       1.906753089860e+03 
