# Matter power spectrum P(k) at redshift z=5.5
# for k=1.04575e-05 to 1006.15 h/Mpc,
# number of wavenumbers equal to 625
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       1.045749810485e-05       1.723211130675e+00 
       2.373043761528e-05       3.858141713468e+00 
       3.705205197341e-05       5.976694989630e+00 
       5.046040160262e-05       8.093203010747e+00 
       6.399420676399e-05       1.021743681500e+01 
       7.769321405898e-05       1.235764996709e+01 
       9.159857522556e-05       1.452149203366e+01 
       1.057532435558e-04       1.671641378816e+01 
       1.202023933008e-04       1.894989679336e+01 
       1.349938674647e-04       2.122961033207e+01 
       1.501786593808e-04       2.356353476334e+01 
       1.658114333596e-04       2.596006971452e+01 
       1.819510894196e-04       2.842813565727e+01 
       1.986613765579e-04       3.097727429194e+01 
       2.160115580438e-04       3.361775030190e+01 
       2.340771306401e-04       3.636065581329e+01 
       2.529405972213e-04       3.921801806063e+01 
       2.726922886571e-04       4.220291012152e+01 
       2.934312256600e-04       4.532956233623e+01 
       3.152660040981e-04       4.861347198159e+01 
       3.383156775180e-04       5.207150654502e+01 
       3.627105977775e-04       5.572199365518e+01 
       3.885931583209e-04       5.958478828670e+01 
       4.161183645581e-04       6.368130535727e+01 
       4.454541324261e-04       6.803450112258e+01 
       4.767811907995e-04       7.266878521833e+01 
       5.102924387431e-04       7.760983866658e+01 
       5.461915893473e-04       8.288431510392e+01 
       5.846909251320e-04       8.851939901622e+01 
       6.260080050474e-04       9.454220240730e+01 
       6.703612104985e-04       1.009789857048e+02 
       7.179641068864e-04       1.078542107149e+02 
       7.690187318622e-04       1.151894501888e+02 
       8.237080952403e-04       1.230022134102e+02 
       8.821883665213e-04       1.313047693403e+02 
       9.445813962622e-04       1.401030791718e+02 
       1.010968318642e-03       1.493959610841e+02 
       1.081384969221e-03       1.591745972870e+02 
       1.155819700313e-03       1.694224665046e+02 
       1.234213899658e-03       1.801157344543e+02 
       1.316465168833e-03       1.912240682029e+02 
       1.402432774394e-03       2.027117915724e+02 
       1.491944724558e-03       2.145392618082e+02 
       1.584805697329e-03       2.266643140472e+02 
       1.680805061300e-03       2.390436500955e+02 
       1.779724358910e-03       2.516340814095e+02 
       1.881343813733e-03       2.643935441713e+02 
       1.985447627100e-03       2.772818668221e+02 
       2.091828006459e-03       2.902613111465e+02 
       2.200287998256e-03       3.032968904313e+02 
       2.310643277916e-03       3.163561097407e+02 
       2.422723085604e-03       3.294101778847e+02 
       2.536370500476e-03       3.424328888817e+02 
       2.651442230081e-03       3.554007286040e+02 
       2.767808065318e-03       3.682927759468e+02 
       2.885350122018e-03       3.810905641655e+02 
       3.003961962113e-03       3.937778271186e+02 
       3.123547662764e-03       4.063404046435e+02 
       3.244020881646e-03       4.187660024085e+02 
       3.365303950641e-03       4.310440251954e+02 
       3.487327018288e-03       4.431654137748e+02 
       3.610027252458e-03       4.551224672100e+02 
       3.733348108622e-03       4.669087724799e+02 
       3.857238664757e-03       4.785189036795e+02 
       3.981653021215e-03       4.899484044276e+02 
       4.106549762154e-03       5.011937320661e+02 
       4.231891474164e-03       5.122519292026e+02 
       4.357644317282e-03       5.231209027852e+02 
       4.483777643502e-03       5.337989093977e+02 
       4.610263657980e-03       5.442849527243e+02 
       4.737077118433e-03       5.545782768693e+02 
       4.864195068510e-03       5.646786693427e+02 
       4.991596601329e-03       5.745863142561e+02 
       5.119262649698e-03       5.843015128523e+02 
       5.247175799933e-03       5.938251240903e+02 
       5.375320126495e-03       6.031579353351e+02 
       5.503681045008e-03       6.123011396400e+02 
       5.632245181484e-03       6.212562128403e+02 
       5.761000255846e-03       6.300244989066e+02 
       5.889934978076e-03       6.386076310258e+02 
       6.019038955502e-03       6.470073232492e+02 
       6.148302609931e-03       6.552253156171e+02 
       6.277717103485e-03       6.632635883289e+02 
       6.407274272154e-03       6.711242188835e+02 
       6.536966566162e-03       6.788089183316e+02 
       6.666786996400e-03       6.863199355244e+02 
       6.796729086234e-03       6.936592395938e+02 
       6.926786828089e-03       7.008289953661e+02 
       7.056954644300e-03       7.078315327564e+02 
       7.187227351743e-03       7.146688914255e+02 
       7.317600129859e-03       7.213431509033e+02 
       7.448068491705e-03       7.278565301487e+02 
       7.578628257697e-03       7.342112878813e+02 
       7.709275531791e-03       7.404092405374e+02 
       7.840006679834e-03       7.464531600707e+02 
       7.970818309857e-03       7.523447287679e+02 
       8.101707254141e-03       7.580858142326e+02 
       8.232670552846e-03       7.636790156146e+02 
       8.363705439076e-03       7.691263887299e+02 
       8.494809325229e-03       7.744295299652e+02 
       8.625979790500e-03       7.795909783268e+02 
       8.757214569446e-03       7.846127867893e+02 
       8.888511541496e-03       7.894969025978e+02 
       9.019868721331e-03       7.942451940487e+02 
       9.151284250039e-03       7.988599197631e+02 
       9.282756386994e-03       8.033427601202e+02 
       9.414283502372e-03       8.076958326455e+02 
       9.545864070270e-03       8.119208333867e+02 
       9.677496662351e-03       8.160197379584e+02 
       9.809179941995e-03       8.199944669593e+02 
       9.940912658886e-03       8.238465536904e+02 
       1.007269364402e-02       8.275779852389e+02 
       1.020452180510e-02       8.311905339101e+02 
       1.033639612222e-02       8.346857675607e+02 
       1.046831564399e-02       8.380656958774e+02 
       1.060027948378e-02       8.413313951489e+02 
       1.073228681639e-02       8.444850116241e+02 
       1.086433687490e-02       8.475280537168e+02 
       1.099642894770e-02       8.504620343203e+02 
       1.112856237583e-02       8.532886490628e+02 
       1.126073655044e-02       8.560106880898e+02 
       1.139295091047e-02       8.586274370300e+02 
       1.152520494046e-02       8.611411607303e+02 
       1.165749816853e-02       8.635531607661e+02 
       1.178983016452e-02       8.658657098285e+02 
       1.192220053825e-02       8.680793643618e+02 
       1.205460893787e-02       8.701957986242e+02 
       1.218705504840e-02       8.722167012366e+02 
       1.231953859028e-02       8.741435156525e+02 
       1.245205931810e-02       8.759765093256e+02 
       1.258461701939e-02       8.777184690178e+02 
       1.271721151347e-02       8.793698293758e+02 
       1.284984265044e-02       8.809321144534e+02 
       1.298251031021e-02       8.824061185016e+02 
       1.311521440158e-02       8.837941661686e+02 
       1.324795486143e-02       8.850968552502e+02 
       1.338073165393e-02       8.863152516776e+02 
       1.351354476986e-02       8.874510991828e+02 
       1.364639422595e-02       8.885053061438e+02 
       1.377928006424e-02       8.894789367481e+02 
       1.391220235156e-02       8.903733001905e+02 
       1.404516117903e-02       8.911897670434e+02 
       1.417815666155e-02       8.919296067137e+02 
       1.431118893742e-02       8.925931737976e+02 
       1.444425816794e-02       8.931827642186e+02 
       1.457736453706e-02       8.936983213885e+02 
       1.471050825103e-02       8.941417166054e+02 
       1.484368953822e-02       8.945134844363e+02 
       1.497690864875e-02       8.948152538130e+02 
       1.511016585436e-02       8.950474737204e+02 
       1.524346144820e-02       8.952119584790e+02 
       1.537679574464e-02       8.953092912648e+02 
       1.551016907917e-02       8.953405334559e+02 
       1.564358180828e-02       8.953069772910e+02 
       1.577703430938e-02       8.952092826736e+02 
       1.591052698073e-02       8.950487066173e+02 
       1.604406024142e-02       8.948262333229e+02 
       1.617763453133e-02       8.945428371978e+02 
       1.631125031118e-02       8.941992609192e+02 
       1.644490806251e-02       8.937967152504e+02 
       1.657860828775e-02       8.933361744943e+02 
       1.671235151029e-02       8.928185633224e+02 
       1.684613827459e-02       8.922448423258e+02 
       1.697996914622e-02       8.916151620354e+02 
       1.711384471207e-02       8.909311900309e+02 
       1.724776558040e-02       8.901945393020e+02 
       1.738173238109e-02       8.894053968846e+02 
       1.751574576578e-02       8.885637779415e+02 
       1.764980640804e-02       8.876715155774e+02 
       1.778391500363e-02       8.867293601418e+02 
       1.791807227070e-02       8.857382724370e+02 
       1.805227895006e-02       8.846986296971e+02 
       1.818653580541e-02       8.836118778017e+02 
       1.832084362365e-02       8.824781665087e+02 
       1.845520321520e-02       8.812988085236e+02 
       1.858961541424e-02       8.800740710149e+02 
       1.872408107911e-02       8.788055453643e+02 
       1.885860109264e-02       8.774936858612e+02 
       1.899317636251e-02       8.761383880942e+02 
       1.912780782161e-02       8.747418592140e+02 
       1.926249642850e-02       8.733032818293e+02 
       1.939724316775e-02       8.718260664972e+02 
       1.953204905044e-02       8.703067651375e+02 
       1.966691511458e-02       8.687512283397e+02 
       1.980184242558e-02       8.671557662888e+02 
       1.993683207674e-02       8.655235950682e+02 
       2.007188518977e-02       8.638549839192e+02 
       2.020700291530e-02       8.621490384002e+02 
       2.034218643342e-02       8.604082354533e+02 
       2.047743695426e-02       8.586332963193e+02 
       2.061275571856e-02       8.568243684674e+02 
       2.074814399829e-02       8.549819414074e+02 
       2.088360309724e-02       8.531068304073e+02 
       2.101913435170e-02       8.511997032596e+02 
       2.115473913110e-02       8.492611513869e+02 
       2.129041883873e-02       8.472937184664e+02 
       2.142617491241e-02       8.452945384355e+02 
       2.156200882525e-02       8.432670853324e+02 
       2.169792208640e-02       8.412105880543e+02 
       2.183391624183e-02       8.391259511940e+02 
       2.196999287514e-02       8.370145287006e+02 
       2.210615360838e-02       8.348748739532e+02 
       2.224240010293e-02       8.327110372401e+02 
       2.237873406036e-02       8.305197951298e+02 
       2.251515722336e-02       8.283040782783e+02 
       2.265167137665e-02       8.260658440838e+02 
       2.278827834800e-02       8.238020829047e+02 
       2.292498000920e-02       8.215150410011e+02 
       2.306177827707e-02       8.192065006850e+02 
       2.319867511457e-02       8.168749062670e+02 
       2.333567253186e-02       8.145227453565e+02 
       2.347277258747e-02       8.121486951858e+02 
       2.360997738941e-02       8.097553706698e+02 
       2.374728909641e-02       8.073414573408e+02 
       2.388470991917e-02       8.049099567456e+02 
       2.402224212160e-02       8.024590056672e+02 
       2.415988802217e-02       7.999895835437e+02 
       2.429764999526e-02       7.975011916324e+02 
       2.443553047256e-02       7.949973543668e+02 
       2.457353194453e-02       7.924777553540e+02 
       2.471165696187e-02       7.899408480748e+02 
       2.484990813710e-02       7.873883672950e+02 
       2.498828814611e-02       7.848215086971e+02 
       2.512679972984e-02       7.822386407158e+02 
       2.526544569592e-02       7.796427011340e+02 
       2.540422892050e-02       7.770336300462e+02 
       2.554315234997e-02       7.744104197664e+02 
       2.568221900292e-02       7.717740644929e+02 
       2.582143197196e-02       7.691250292496e+02 
       2.596079442580e-02       7.664648544774e+02 
       2.610030961129e-02       7.637935899729e+02 
       2.623998085549e-02       7.611126896341e+02 
       2.637981156794e-02       7.584185199119e+02 
       2.651980524290e-02       7.557156764893e+02 
       2.665996546168e-02       7.530018570331e+02 
       2.680029589511e-02       7.502801270896e+02 
       2.694080030602e-02       7.475477234699e+02 
       2.708148255186e-02       7.448082989281e+02 
       2.722234658737e-02       7.420606401222e+02 
       2.736339646738e-02       7.393038362188e+02 
       2.750463634970e-02       7.365388265594e+02 
       2.764607049807e-02       7.337693501338e+02 
       2.778770328530e-02       7.309903300595e+02 
       2.792953919641e-02       7.282085826029e+02 
       2.807158283200e-02       7.254176379612e+02 
       2.821383891169e-02       7.226207647221e+02 
       2.835631227763e-02       7.198189464425e+02 
       2.849900789825e-02       7.170126911899e+02 
       2.864193087208e-02       7.142026453124e+02 
       2.878508643170e-02       7.113852830416e+02 
       2.892847994792e-02       7.085659769458e+02 
       2.907211693401e-02       7.057407566130e+02 
       2.921600305018e-02       7.029164239484e+02 
       2.936014410820e-02       7.000839825278e+02 
       2.950454607619e-02       6.972504581102e+02 
       2.964921508358e-02       6.944136122665e+02 
       2.979415742637e-02       6.915760801911e+02 
       2.993937957245e-02       6.887346858918e+02 
       3.008488816723e-02       6.858914393002e+02 
       3.023069003948e-02       6.830465869363e+02 
       3.037679220740e-02       6.802001494107e+02 
       3.052320188494e-02       6.773524402278e+02 
       3.066992648838e-02       6.745045693787e+02 
       3.081697364318e-02       6.716569216948e+02 
       3.096435119115e-02       6.688051695174e+02 
       3.111206719787e-02       6.659546897263e+02 
       3.126012996051e-02       6.631052214705e+02 
       3.140854801586e-02       6.602575747477e+02 
       3.155733014887e-02       6.574076822588e+02 
       3.170648540141e-02       6.545586695939e+02 
       3.185602308155e-02       6.517108318008e+02 
       3.200595277315e-02       6.488660695461e+02 
       3.215628434598e-02       6.460196174857e+02 
       3.230702796621e-02       6.431760436451e+02 
       3.245819410741e-02       6.403338375311e+02 
       3.260979356215e-02       6.374910849053e+02 
       3.276183745398e-02       6.346526135211e+02 
       3.291433725013e-02       6.318165936431e+02 
       3.306730477471e-02       6.289814968528e+02 
       3.322075222260e-02       6.261469772421e+02 
       3.337469217403e-02       6.233178806908e+02 
       3.352913760980e-02       6.204925993401e+02 
       3.368410192736e-02       6.176671583375e+02 
       3.383959895760e-02       6.148456487487e+02 
       3.399564298254e-02       6.120272601417e+02 
       3.415224875396e-02       6.092111972937e+02 
       3.430943151287e-02       6.064003352981e+02 
       3.446720701016e-02       6.035896083996e+02 
       3.462559152820e-02       6.007856831054e+02 
       3.478460190367e-02       5.979833560120e+02 
       3.494425555159e-02       5.951857616244e+02 
       3.510457049068e-02       5.923905312731e+02 
       3.526556537007e-02       5.896023366588e+02 
       3.542725949757e-02       5.868152899006e+02 
       3.558967286947e-02       5.840326078812e+02 
       3.575282620204e-02       5.812531248813e+02 
       3.591674096486e-02       5.784788227996e+02 
       3.608143941613e-02       5.757089199852e+02 
       3.624694463996e-02       5.729428582323e+02 
       3.641328058594e-02       5.701822848774e+02 
       3.658047211114e-02       5.674249203303e+02 
       3.674854502456e-02       5.646727841366e+02 
       3.691752613441e-02       5.619233583771e+02 
       3.708744329831e-02       5.591788108687e+02 
       3.725832547669e-02       5.564384787203e+02 
       3.743020278953e-02       5.537030194367e+02 
       3.760310657689e-02       5.509714175598e+02 
       3.777706946333e-02       5.482468937656e+02 
       3.795212542663e-02       5.455231328521e+02 
       3.812830987117e-02       5.428051268067e+02 
       3.830565970624e-02       5.400914060974e+02 
       3.848421342989e-02       5.373836361444e+02 
       3.866401121852e-02       5.346786688831e+02 
       3.884509502293e-02       5.319766185423e+02 
       3.902750867120e-02       5.292815861771e+02 
       3.921129797920e-02       5.265898064916e+02 
       3.939651086917e-02       5.239003372992e+02 
       3.958319749728e-02       5.212153199465e+02 
       3.977141039084e-02       5.185355451800e+02 
       3.996120459624e-02       5.158592872934e+02 
       4.015263783837e-02       5.131865691034e+02 
       4.034577069283e-02       5.105162057335e+02 
       4.054066677207e-02       5.078507897308e+02 
       4.073739292676e-02       5.051870410991e+02 
       4.093601946408e-02       5.025276211880e+02 
       4.113662038441e-02       4.998726363332e+02 
       4.133927363850e-02       4.972194980742e+02 
       4.154406140720e-02       4.945671432877e+02 
       4.175107040600e-02       4.919240856867e+02 
       4.196039221729e-02       4.892732266020e+02 
       4.217212365321e-02       4.866294976541e+02 
       4.238636715250e-02       4.839868954788e+02 
       4.260323121533e-02       4.813444324996e+02 
       4.282283088035e-02       4.787069409029e+02 
       4.304528824899e-02       4.760663141523e+02 
       4.327073306268e-02       4.734293047860e+02 
       4.349930333937e-02       4.707929894794e+02 
       4.373114607684e-02       4.681543221225e+02 
       4.396641803108e-02       4.655164278125e+02 
       4.420528657961e-02       4.628780762557e+02 
       4.444793068082e-02       4.602379349253e+02 
       4.469454194227e-02       4.575962879038e+02 
       4.494532581288e-02       4.549515015101e+02 
       4.520050291638e-02       4.523059933129e+02 
       4.546031054620e-02       4.496553371131e+02 
       4.572500434546e-02       4.470013291386e+02 
       4.599486019958e-02       4.443415393019e+02 
       4.627017637418e-02       4.416770273717e+02 
       4.655127593643e-02       4.390067827757e+02 
       4.683850950528e-02       4.363308075086e+02 
       4.713225838436e-02       4.336454084575e+02 
       4.743293814168e-02       4.309517804823e+02 
       4.774100271297e-02       4.282484292686e+02 
       4.805694912064e-02       4.255338009292e+02 
       4.838132291952e-02       4.228078592564e+02 
       4.871472450393e-02       4.200695979082e+02 
       4.905781643925e-02       4.173137566981e+02 
       4.941133201783e-02       4.145434833261e+02 
       4.977608528353e-02       4.117543743944e+02 
       5.015298282618e-02       4.089458433946e+02 
       5.054303771845e-02       4.061141001713e+02 
       5.094738605757e-02       4.032574845464e+02 
       5.136730668884e-02       4.003745836541e+02 
       5.180424483333e-02       3.974616924363e+02 
       5.225984052739e-02       3.945136880946e+02 
       5.273596301788e-02       3.915287466338e+02 
       5.323475255774e-02       3.885001353990e+02 
       5.375867142783e-02       3.854231665277e+02 
       5.431056648953e-02       3.822907328956e+02 
       5.489374616450e-02       3.790960779611e+02 
       5.551207544878e-02       3.758299424667e+02 
       5.617009337762e-02       3.724796301866e+02 
       5.687315818582e-02       3.690311535275e+02 
       5.762762604582e-02       3.654660337736e+02 
       5.844106924229e-02       3.617626757783e+02 
       5.932253797381e-02       3.578910187930e+02 
       6.028286471725e-02       3.538127335999e+02 
       6.133499760901e-02       3.494777739008e+02 
       6.249432323971e-02       3.448196537775e+02 
       6.377888977286e-02       3.397502267807e+02 
       6.520935658723e-02       3.341514608219e+02 
       6.680837282307e-02       3.278700896372e+02 
       6.859895815143e-02       3.207140520938e+02 
       7.060145446358e-02       3.124569219596e+02 
       7.282900509302e-02       3.028682280531e+02 
       7.528254764851e-02       2.917695449733e+02 
       7.794763165265e-02       2.791126701288e+02 
       8.079557122545e-02       2.650483011412e+02 
       8.378925639194e-02       2.499496946311e+02 
       8.689081350409e-02       2.343634827143e+02 
       9.006747864852e-02       2.189099340246e+02 
       9.329408122598e-02       2.041765921195e+02 
       9.655282505597e-02       1.906428641571e+02 
       9.983181243343e-02       1.786322598484e+02 
       1.031233738652e-01       1.683064997696e+02 
       1.064226786357e-01       1.596749823470e+02 
       1.097267276976e-01       1.526211969677e+02 
       1.130336756109e-01       1.469338159186e+02 
       1.163423928821e-01       1.423364902373e+02 
       1.196521903954e-01       1.385181710380e+02 
       1.229626484529e-01       1.351614064983e+02 
       1.262735116499e-01       1.319690666103e+02 
       1.295846245788e-01       1.286901388281e+02 
       1.328958926300e-01       1.251386287325e+02 
       1.362072581392e-01       1.212063668868e+02 
       1.395186858906e-01       1.168666784505e+02 
       1.428301543108e-01       1.121661678195e+02 
       1.461416501217e-01       1.072101021521e+02 
       1.494531650939e-01       1.021411376236e+02 
       1.527646940752e-01       9.711655898118e+01 
       1.560762337931e-01       9.228829989211e+01 
       1.593877821275e-01       8.778559117315e+01 
       1.626993376673e-01       8.370478806384e+01 
       1.660108994417e-01       8.010301088146e+01 
       1.693224667555e-01       7.699798160753e+01 
       1.726340390885e-01       7.437110579190e+01 
       1.759456160339e-01       7.217312123655e+01 
       1.792571972603e-01       7.033183670257e+01 
       1.825687824880e-01       6.876039212117e+01 
       1.858803714740e-01       6.736585780894e+01 
       1.891919640029e-01       6.606829429299e+01 
       1.925035598800e-01       6.478276007915e+01 
       1.958151589280e-01       6.343438304248e+01 
       1.991267609837e-01       6.197619820785e+01 
       2.024383658960e-01       6.038507284020e+01 
       2.057499735245e-01       5.866262380141e+01 
       2.090615837384e-01       5.683230164514e+01 
       2.123731964151e-01       5.493291182332e+01 
       2.156848114401e-01       5.301124511992e+01 
       2.189964287058e-01       5.111512765797e+01 
       2.223080481113e-01       4.928775027524e+01 
       2.256196695617e-01       4.756443660616e+01 
       2.289312929674e-01       4.597100688653e+01 
       2.322429182442e-01       4.452380760099e+01 
       2.355545453127e-01       4.322884706462e+01 
       2.388661740978e-01       4.208304823558e+01 
       2.421778045285e-01       4.107412246372e+01 
       2.454894365379e-01       4.018167560810e+01 
       2.488010700625e-01       3.937987781778e+01 
       2.521127050422e-01       3.863999487264e+01 
       2.554243414200e-01       3.793369294143e+01 
       2.587359791419e-01       3.723588948167e+01 
       2.620476181567e-01       3.652698511139e+01 
       2.653592584155e-01       3.579365667289e+01 
       2.686708998722e-01       3.502901129681e+01 
       2.719825424828e-01       3.423212603575e+01 
       2.752941862052e-01       3.340701800306e+01 
       2.786058309997e-01       3.256235648996e+01 
       2.819174768282e-01       3.170999903051e+01 
       2.852291236545e-01       3.086409554824e+01 
       2.885407714441e-01       3.003902819380e+01 
       2.918524201640e-01       2.924795564816e+01 
       2.951640697827e-01       2.850103667586e+01 
       2.984757202702e-01       2.780454100438e+01 
       3.017873715976e-01       2.716071380185e+01 
       3.050990237374e-01       2.656796396287e+01 
