# Matter power spectrum P(k) at redshift z=5.5
# for k=1.0515e-05 to 1011.22 h/Mpc,
# number of wavenumbers equal to 625
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       1.051502443274e-05       1.669816691185e+00 
       2.383305555791e-05       3.734262809670e+00 
       3.720032138667e-05       5.782946887443e+00 
       5.065527352169e-05       7.829757070578e+00 
       6.423703527263e-05       9.884179868184e+00 
       7.798577448385e-05       1.195423779456e+01 
       9.194308895719e-05       1.404737274685e+01 
       1.061524099246e-04       1.617083800210e+01 
       1.206594290639e-04       1.833192137397e+01 
       1.355125545857e-04       2.053809759863e+01 
       1.507634019111e-04       2.279714899556e+01 
       1.664673243456e-04       2.511727078651e+01 
       1.826839888649e-04       2.750717105994e+01 
       1.994780015443e-04       2.997616913619e+01 
       2.169195861454e-04       3.253429514429e+01 
       2.350853177219e-04       3.519239313407e+01 
       2.540589105615e-04       3.796222674468e+01 
       2.739320560184e-04       4.085658791975e+01 
       2.948053003896e-04       4.388940647330e+01 
       3.167889454767e-04       4.707585768418e+01 
       3.400039442916e-04       5.043246345496e+01 
       3.645827509788e-04       5.397717934626e+01 
       3.906700669834e-04       5.772945998418e+01 
       4.184234046588e-04       6.171028829607e+01 
       4.480133652997e-04       6.594215429523e+01 
       4.796235024583e-04       7.044896327997e+01 
       5.134496163059e-04       7.525585121158e+01 
       5.496983057796e-04       8.038888252999e+01 
       5.885845997888e-04       8.587460598582e+01 
       6.303285066324e-04       9.173945029320e+01 
       6.751503728949e-04       9.800894719684e+01 
       7.232650387744e-04       1.047067898715e+02 
       7.748749193552e-04       1.118537549348e+02 
       8.301623226435e-04       1.194665484437e+02 
       8.892815110274e-04       1.275566586602e+02 
       9.523511824922e-04       1.361293274042e+02 
       1.019448140944e-03       1.451827625242e+02 
       1.090602896095e-03       1.547076950859e+02 
       1.165797761633e-03       1.646873601381e+02 
       1.244967724173e-03       1.750979276233e+02 
       1.328003993343e-03       1.859093405916e+02 
       1.414759797565e-03       1.970864739696e+02 
       1.505057738473e-03       2.085905001110e+02 
       1.598697906169e-03       2.203802917014e+02 
       1.695465991093e-03       2.324137753025e+02 
       1.795140772383e-03       2.446491159754e+02 
       1.897500564077e-03       2.570456764987e+02 
       2.002328407702e-03       2.695647402331e+02 
       2.109415975364e-03       2.821700102791e+02 
       2.218566273400e-03       2.948278885123e+02 
       2.329595311101e-03       3.075071504533e+02 
       2.442332930034e-03       3.201803611906e+02 
       2.556622989608e-03       3.328223850396e+02 
       2.672323085694e-03       3.454107558861e+02 
       2.789303951238e-03       3.579254935603e+02 
       2.907448657645e-03       3.703489596279e+02 
       3.026651707360e-03       3.826656492574e+02 
       3.146818083614e-03       3.948620348390e+02 
       3.267862303363e-03       4.069264102845e+02 
       3.389707503916e-03       4.188486555768e+02 
       3.512284582106e-03       4.306201383380e+02 
       3.635531396391e-03       4.422334906768e+02 
       3.759392036357e-03       4.536826362148e+02 
       3.883816160041e-03       4.649623641840e+02 
       4.008758396935e-03       4.760684171939e+02 
       4.134177812925e-03       4.869973739784e+02 
       4.260037432564e-03       4.977464314689e+02 
       4.386303813726e-03       5.083136817171e+02 
       4.512946669633e-03       5.186972733920e+02 
       4.639938533394e-03       5.288963406732e+02 
       4.767254460513e-03       5.389100902054e+02 
       4.894871765148e-03       5.487383744039e+02 
       5.022769786274e-03       5.583812966618e+02 
       5.150929680317e-03       5.678391478805e+02 
       5.279334237146e-03       5.771127207319e+02 
       5.407967716687e-03       5.862027404365e+02 
       5.536815703712e-03       5.951103016332e+02 
       5.665864978661e-03       6.038369623615e+02 
       5.795103402611e-03       6.123837239861e+02 
       5.924519814702e-03       6.207524206172e+02 
       6.054103940588e-03       6.289444177838e+02 
       6.183846310604e-03       6.369615023245e+02 
       6.313738186537e-03       6.448055833370e+02 
       6.443771496011e-03       6.524783715950e+02 
       6.573938773606e-03       6.599818037961e+02 
       6.704233107961e-03       6.673178693931e+02 
       6.834648094188e-03       6.744884227501e+02 
       6.965177791007e-03       6.814955723387e+02 
       7.095816682074e-03       6.883415313074e+02 
       7.226559641066e-03       6.950281497349e+02 
       7.357401900096e-03       7.015574048322e+02 
       7.488339021120e-03       7.079317634898e+02 
       7.619366870015e-03       7.141527083258e+02 
       7.750481593044e-03       7.202225225444e+02 
       7.881679595471e-03       7.261436581740e+02 
       8.012957522106e-03       7.319176884089e+02 
       8.144312239576e-03       7.375464587487e+02 
       8.275740820160e-03       7.430324435721e+02 
       8.407240527031e-03       7.483773458886e+02 
       8.538808800770e-03       7.535831157081e+02 
       8.670443247018e-03       7.586518078391e+02 
       8.802141625180e-03       7.635857231634e+02 
       8.933901838055e-03       7.683865633233e+02 
       9.065721922330e-03       7.730560393855e+02 
       9.197600039841e-03       7.775962701003e+02 
       9.329534469545e-03       7.820087232391e+02 
       9.461523600127e-03       7.862961176290e+02 
       9.593565923190e-03       7.904593709146e+02 
       9.725660026985e-03       7.945005232592e+02 
       9.857804590619e-03       7.984215660320e+02 
       9.989998378713e-03       8.022238734585e+02 
       1.012224023646e-02       8.059093811340e+02 
       1.025452908507e-02       8.094798065544e+02 
       1.038686391753e-02       8.129365949520e+02 
       1.051924379471e-02       8.162814761396e+02 
       1.065166784174e-02       8.195159380367e+02 
       1.078413524466e-02       8.226416472612e+02 
       1.091664524726e-02       8.256601253529e+02 
       1.104919714827e-02       8.285730216106e+02 
       1.118179029862e-02       8.313817714787e+02 
       1.131442409899e-02       8.340889895063e+02 
       1.144709799747e-02       8.366941399587e+02 
       1.157981148742e-02       8.391992839151e+02 
       1.171256410550e-02       8.416061535861e+02 
       1.184535542979e-02       8.439159425499e+02 
       1.197818507807e-02       8.461301162619e+02 
       1.211105270621e-02       8.482498353108e+02 
       1.224395800673e-02       8.502769482133e+02 
       1.237690070735e-02       8.522123479006e+02 
       1.250988056973e-02       8.540571109322e+02 
       1.264289738831e-02       8.558130361397e+02 
       1.277595098915e-02       8.574811740015e+02 
       1.290904122892e-02       8.590624845163e+02 
       1.304216799395e-02       8.605586236311e+02 
       1.317533119933e-02       8.619709174252e+02 
       1.330853078813e-02       8.632998926221e+02 
       1.344176673058e-02       8.645474178059e+02 
       1.357503902343e-02       8.657142935782e+02 
       1.370834768926e-02       8.668018513829e+02 
       1.384169277590e-02       8.678110798087e+02 
       1.397507435591e-02       8.687431815914e+02 
       1.410849252602e-02       8.695994956501e+02 
       1.424194740674e-02       8.703810775029e+02 
       1.437543914188e-02       8.710889512092e+02 
       1.450896789824e-02       8.717240032532e+02 
       1.464253386518e-02       8.722877184196e+02 
       1.477613725440e-02       8.727805546552e+02 
       1.490977829962e-02       8.732040482427e+02 
       1.504345725635e-02       8.735589275877e+02 
       1.517717440167e-02       8.738467728876e+02 
       1.531093003405e-02       8.740678349724e+02 
       1.544472447320e-02       8.742237947684e+02 
       1.557855805995e-02       8.743153905638e+02 
       1.571243115613e-02       8.743434692139e+02 
       1.584634414449e-02       8.743090258464e+02 
       1.598029742865e-02       8.742137088875e+02 
       1.611429143309e-02       8.740575176940e+02 
       1.624832660310e-02       8.738423146110e+02 
       1.638240340483e-02       8.735680489020e+02 
       1.651652232528e-02       8.732364260296e+02 
       1.665068387240e-02       8.728478343739e+02 
       1.678488857513e-02       8.724037260489e+02 
       1.691913698349e-02       8.719045237679e+02 
       1.705342966873e-02       8.713512596967e+02 
       1.718776722340e-02       8.707455044126e+02 
       1.732215026153e-02       8.700867222305e+02 
       1.745657941882e-02       8.693770372106e+02 
       1.759105535276e-02       8.686164776196e+02 
       1.772557874289e-02       8.678063534805e+02 
       1.786015029098e-02       8.669470832718e+02 
       1.799477072128e-02       8.660400545869e+02 
       1.812944078076e-02       8.650856673534e+02 
       1.826416123941e-02       8.640849893052e+02 
