# Matter power spectrum P(k) at redshift z=3.5
# for k=1.04575e-05 to 1006.15 h/Mpc,
# number of wavenumbers equal to 625
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       1.045749810485e-05       3.546678346499e+00 
       2.373043761528e-05       7.941843280412e+00 
       3.705205197341e-05       1.230364781302e+01 
       5.046040160262e-05       1.666143209416e+01 
       6.399420676399e-05       2.103524137944e+01 
       7.769321405898e-05       2.544202663552e+01 
       9.159857522556e-05       2.989750854581e+01 
       1.057532435558e-04       3.441700434948e+01 
       1.202023933008e-04       3.901589795255e+01 
       1.349938674647e-04       4.370996061338e+01 
       1.501786593808e-04       4.851560394122e+01 
       1.658114333596e-04       5.345010129663e+01 
       1.819510894196e-04       5.853179618485e+01 
       1.986613765579e-04       6.378030791232e+01 
       2.160115580438e-04       6.921673982606e+01 
       2.340771306401e-04       7.486389328956e+01 
       2.529405972213e-04       8.074648800982e+01 
       2.726922886571e-04       8.689138805141e+01 
       2.934312256600e-04       9.332782936119e+01 
       3.152660040981e-04       1.000876430482e+02 
       3.383156775180e-04       1.072054650918e+02 
       3.627105977775e-04       1.147189178809e+02 
       3.885931583209e-04       1.226687449123e+02 
       4.161183645581e-04       1.310988731070e+02 
       4.454541324261e-04       1.400563698705e+02 
       4.767811907995e-04       1.495912560393e+02 
       5.102924387431e-04       1.597561269951e+02 
       5.461915893473e-04       1.706055325307e+02 
       5.846909251320e-04       1.821950658907e+02 
       6.260080050474e-04       1.945801210485e+02 
       6.703612104985e-04       2.078142959369e+02 
       7.179641068864e-04       2.219474543985e+02 
       7.690187318622e-04       2.370235050468e+02 
       8.237080952403e-04       2.530780155888e+02 
       8.821883665213e-04       2.701358376768e+02 
       9.445813962622e-04       2.882089634046e+02 
       1.010968318642e-03       3.072948698636e+02 
       1.081384969221e-03       3.273755643658e+02 
       1.155819700313e-03       3.484174948195e+02 
       1.234213899658e-03       3.703723783299e+02 
       1.316465168833e-03       3.931788679934e+02 
       1.402432774394e-03       4.167648820512e+02 
       1.491944724558e-03       4.410503466990e+02 
       1.584805697329e-03       4.659500516626e+02 
       1.680805061300e-03       4.913763767414e+02 
       1.779724358910e-03       5.172417274199e+02 
       1.881343813733e-03       5.434605331462e+02 
       1.985447627100e-03       5.699507811366e+02 
       2.091828006459e-03       5.966351370908e+02 
       2.200287998256e-03       6.234416544240e+02 
       2.310643277916e-03       6.503033293205e+02 
       2.422723085604e-03       6.771606966378e+02 
       2.536370500476e-03       7.039596201653e+02 
       2.651442230081e-03       7.306516053532e+02 
       2.767808065318e-03       7.571935280081e+02 
       2.885350122018e-03       7.835475154800e+02 
       3.003961962113e-03       8.096802284597e+02 
       3.123547662764e-03       8.355626864357e+02 
       3.244020881646e-03       8.611697043606e+02 
       3.365303950641e-03       8.864795081470e+02 
       3.487327018288e-03       9.114733762795e+02 
       3.610027252458e-03       9.361352760527e+02 
       3.733348108622e-03       9.604517424072e+02 
       3.857238664757e-03       9.844112897043e+02 
       3.981653021215e-03       1.008004417878e+03 
       4.106549762154e-03       1.031223519860e+03 
       4.231891474164e-03       1.054062231782e+03 
       4.357644317282e-03       1.076516008053e+03 
       4.483777643502e-03       1.098581058138e+03 
       4.610263657980e-03       1.120255148508e+03 
       4.737077118433e-03       1.141536545768e+03 
       4.864195068510e-03       1.162424625270e+03 
       4.991596601329e-03       1.182919568789e+03 
       5.119262649698e-03       1.203021777298e+03 
       5.247175799933e-03       1.222732797006e+03 
       5.375320126495e-03       1.242054023066e+03 
       5.503681045008e-03       1.260987694560e+03 
       5.632245181484e-03       1.279536649466e+03 
       5.761000255846e-03       1.297703473114e+03 
       5.889934978076e-03       1.315491363877e+03 
       6.019038955502e-03       1.332903704577e+03 
       6.148302609931e-03       1.349943952115e+03 
       6.277717103485e-03       1.366616066974e+03 
       6.407274272154e-03       1.382924171894e+03 
       6.536966566162e-03       1.398871683545e+03 
       6.666786996400e-03       1.414463089243e+03 
       6.796729086234e-03       1.429702424540e+03 
       6.926786828089e-03       1.444593962542e+03 
       7.056954644300e-03       1.459142448137e+03 
       7.187227351743e-03       1.473351995246e+03 
       7.317600129859e-03       1.487226808123e+03 
       7.448068491705e-03       1.500771359337e+03 
       7.578628257697e-03       1.513990227533e+03 
       7.709275531791e-03       1.526887094395e+03 
       7.840006679834e-03       1.539467370458e+03 
       7.970818309857e-03       1.551734895139e+03 
       8.101707254141e-03       1.563693343953e+03 
       8.232670552846e-03       1.575347934977e+03 
       8.363705439076e-03       1.586702734096e+03 
       8.494809325229e-03       1.597760913600e+03 
       8.625979790500e-03       1.608527591318e+03 
       8.757214569446e-03       1.619006873510e+03 
