5.e+00,1.570796e-02,-9.276921e-06
5.e+00,2.346256e-02,-5.383492e-06
5.e+00,3.503514e-02,-1.186868e-05
5.e+00,5.263151e-02,-9.53791e-06
5.e+00,7.314235e-02,-2.148072e-05
5.e+00,1.025928e-01,8.354474e-07
5.e+00,1.448116e-01,-3.034951e-05
5.e+00,2.023460e-01,-7.340596e-06
5.e+00,2.834245e-01,-1.232994e-05
5.e+00,3.967448e-01,-3.771493e-06
5.e+00,5.552783e-01,-7.562961e-06
5.e+00,7.774819e-01,-6.558826e-06
5.e+00,1.088445e+00,-6.645504e-06
5.e+00,1.523711e+00,-6.089856e-06
5.e+00,2.088426e+00,-6.656006e-06
5.e+00,2.685505e+00,-7.001662e-06
5.12e+00,1.570796e-02,-6.686641e-05
5.12e+00,2.346256e-02,-6.871853e-05
5.12e+00,3.503514e-02,-9.827006e-05
5.12e+00,5.263151e-02,-1.531942e-04
5.12e+00,7.314235e-02,-1.852202e-04
5.12e+00,1.025928e-01,-8.956843e-05
5.12e+00,1.448116e-01,-1.281219e-04
5.12e+00,2.023460e-01,-1.468958e-04
5.12e+00,2.834245e-01,-1.538943e-04
5.12e+00,3.967448e-01,-1.013744e-04
5.12e+00,5.552783e-01,-9.948928e-05
5.12e+00,7.774819e-01,-8.849294e-05
5.12e+00,1.088445e+00,-8.113647e-05
5.12e+00,1.523711e+00,-8.079876e-05
5.12e+00,2.088426e+00,-8.850606e-05
5.12e+00,2.685505e+00,-9.470508e-05
5.2424e+00,1.570796e-02,-2.007162e-04
5.2424e+00,2.346256e-02,-2.673502e-04
5.2424e+00,3.503514e-02,-4.728145e-04
5.2424e+00,5.263151e-02,-6.186492e-04
5.2424e+00,7.314235e-02,-8.007258e-04
5.2424e+00,1.025928e-01,-7.932831e-04
5.2424e+00,1.448116e-01,-7.217074e-04
5.2424e+00,2.023460e-01,-7.733753e-04
5.2424e+00,2.834245e-01,-6.928724e-04
5.2424e+00,3.967448e-01,-6.112179e-04
5.2424e+00,5.552783e-01,-5.189508e-04
5.2424e+00,7.774819e-01,-4.435808e-04
5.2424e+00,1.088445e+00,-4.119997e-04
5.2424e+00,1.523711e+00,-3.980438e-04
5.2424e+00,2.088426e+00,-4.361698e-04
5.2424e+00,2.685505e+00,-4.725338e-04
5.367248e+00,1.570796e-02,-3.936957e-04
5.367248e+00,2.346256e-02,-6.178686e-04
5.367248e+00,3.503514e-02,-1.180692e-03
5.367248e+00,5.263151e-02,-1.750731e-03
5.367248e+00,7.314235e-02,-2.306224e-03
5.367248e+00,1.025928e-01,-2.193971e-03
5.367248e+00,1.448116e-01,-2.398578e-03
5.367248e+00,2.023460e-01,-2.203314e-03
5.367248e+00,2.834245e-01,-2.140427e-03
5.367248e+00,3.967448e-01,-1.882871e-03
5.367248e+00,5.552783e-01,-1.623161e-03
5.367248e+00,7.774819e-01,-1.411099e-03
5.367248e+00,1.088445e+00,-1.244718e-03
5.367248e+00,1.523711e+00,-1.202027e-03
5.367248e+00,2.088426e+00,-1.294541e-03
5.367248e+00,2.685505e+00,-1.379714e-03
5.494593e+00,1.570796e-02,-5.34035e-04
5.494593e+00,2.346256e-02,-1.072734e-03
5.494593e+00,3.503514e-02,-1.977682e-03
5.494593e+00,5.263151e-02,-3.363475e-03
5.494593e+00,7.314235e-02,-4.585535e-03
5.494593e+00,1.025928e-01,-4.563967e-03
