z,Pm,k
6.3139665199685435,1.2250327358953315e-11,1.4892614113300837e-07
6.460245850367914,-0.0,0.0
6.460245850367914,-9.344857694901364e-07,0.00026179938779914946
6.460245850367914,-3.132271148806928e-07,0.00018893743377439772
6.460245850367914,7.359733228383087e-08,9.716286592135335e-05
6.460245850367914,-8.91268713704319e-09,4.475723400384155e-05
6.460245850367914,7.494494692978375e-08,3.3018192310088916e-05
6.460245850367914,-7.776729827827521e-08,1.4838266592094923e-05
6.460245850367914,4.779830082436748e-08,7.949621797768125e-06
6.460245850367914,3.6873227653359146e-09,4.197634370254978e-06
6.460245850367914,-4.326366705546512e-09,2.155140993467719e-06
6.460245850367914,-2.938721067514713e-10,1.1205005619671114e-06
6.460245850367914,1.9151396485993943e-10,5.840868702692619e-07
6.460245850367914,-6.788673838817792e-10,2.990408135273578e-07
6.460245850367914,-3.476446784708512e-10,1.5424781766417292e-07
6.460245850367914,-3.578404819809326e-10,7.914702341190057e-08
6.460245850367914,1.1600582717579348e-10,4.2226180533239846e-08
6.460245850367914,8.79765045167956e-11,1.3651562937192434e-07
6.6094507673752725,-0.0,0.0
6.6094507673752725,-1.1945421529673887e-06,0.00024166097335306103
6.6094507673752725,-2.58049904891536e-07,0.00017440378502252095
6.6094507673752725,-6.762768280332577e-08,8.968879931201848e-05
6.6094507673752725,-8.433183750458762e-08,4.131436984969989e-05
6.6094507673752725,6.020154420279095e-08,3.0478331363158997e-05
6.6094507673752725,-1.260020001052545e-07,1.3696861469626082e-05
6.6094507673752725,1.3476532862713872e-08,7.3381124287090384e-06
6.6094507673752725,2.885232368207951e-09,3.874739418696903e-06
6.6094507673752725,2.4984019658653396e-09,1.9893609170471255e-06
6.6094507673752725,-2.815511616377905e-09,1.0343082110465644e-06
6.6094507673752725,-3.216498672529969e-10,5.391571110177802e-07
6.6094507673752725,-5.26685243203138e-10,2.7603767402525334e-07
6.6094507673752725,-3.6517165603455616e-10,1.42382600920775e-07
6.6094507673752725,-1.3788880699836347e-10,7.305879084175437e-08
6.6094507673752725,2.000834281805608e-10,3.8978012799913706e-08
6.6094507673752725,5.17966672012845e-12,1.2601442711254553e-07
6.761639782722778,-0.0,0.0
6.761639782722778,-1.3337452183328034e-06,0.0002243994752564138
6.761639782722778,-2.951991048078477e-07,0.0001619463718066266
6.761639782722778,-2.671750036345097e-07,8.328245650401716e-05
6.761639782722778,-1.5115314036603211e-07,3.836334343186418e-05
6.761639782722778,2.6633083291376063e-08,2.8301307694361925e-05
6.761639782722778,-1.1983447739011936e-07,1.2718514221795647e-05
6.761639782722778,-3.34254372127747e-08,6.813961540944107e-06
6.761639782722778,-1.866787512479524e-08,3.59797231736141e-06
6.761639782722778,1.1465725657992402e-10,1.8472637086866165e-06
6.761639782722778,-9.46024924904823e-10,9.604290531146669e-07
6.761639782722778,-1.9796597129256476e-10,5.006458888022245e-07
6.761639782722778,-1.092881593085853e-09,2.563206973091638e-07
6.761639782722778,-3.3881708682473346e-10,1.3221241514071964e-07
6.761639782722778,-6.229937133607807e-10,6.784030578162906e-08
6.761639782722778,3.01047236767828e-10,3.61938690284913e-08
6.761639782722778,-1.9847960693942783e-11,1.1701339660450657e-07
6.916872578377234,-0.0,0.0
6.916872578377234,-1.3301740304147743e-06,0.00020943951023931956
6.916872578377234,-3.801979144844312e-07,0.00015114994701951817
6.916872578377234,-4.0242831416719637e-07,7.773029273708268e-05
6.916872578377234,-1.7536134739872773e-07,3.580578720307324e-05
6.916872578377234,-4.054841262946132e-08,2.6414553848071133e-05
6.916872578377234,-1.1188458918600873e-07,1.1870613273675937e-05
6.916872578377234,-5.470410300076358e-08,6.3596974382145e-06
6.916872578377234,-3.649835314247859e-08,3.3581074962039826e-06
6.916872578377234,-1.0171614211082756e-08,1.7241127947741754e-06
6.916872578377234,2.959766983073534e-10,8.964004495736891e-07
6.916872578377234,-2.195862216305784e-10,4.6726949621540953e-07
6.916872578377234,-9.8331228327018e-10,2.392326508218862e-07
6.916872578377234,-9.819991553770499e-11,1.2339825413133833e-07
6.916872578377234,-7.034759878241358e-10,6.331761872952046e-08
6.916872578377234,3.224421622814118e-10,3.378094442659188e-08
6.916872578377234,-8.645390546888583e-11,1.0921250349753946e-07
7.075210029944779,-0.0,0.0
7.075210029944779,-1.144714611241959e-06,0.00019634954084936208
7.075210029944779,-4.0990775385210365e-07,0.0001417030753307983
7.075210029944779,-4.112946921129643e-07,7.287214944101501e-05
7.075210029944779,-2.27046981468107e-07,3.356792550288116e-05
7.075210029944779,-6.331919287206504e-08,2.4763644232566687e-05
7.075210029944779,-9.036175862575079e-08,1.1128699944071191e-05
7.075210029944779,-1.1343433878537973e-07,5.962216348326094e-06
7.075210029944779,-3.141425386789309e-08,3.148225777691234e-06
7.075210029944779,-8.351103577577724e-09,1.6163557451007895e-06
7.075210029944779,1.6862839256126975e-10,8.403754214753335e-07
7.075210029944779,-6.52029935058405e-10,4.380651527019464e-07
7.075210029944779,-9.493476038055839e-10,2.242806101455183e-07
7.075210029944779,-4.6616710934709256e-11,1.1568586324812969e-07
7.075210029944779,-5.949860359983878e-10,5.936026755892543e-08
7.075210029944779,3.73247787259921e-10,3.1669635399929886e-08
7.075210029944779,-1.9088699026256083e-10,1.0238672202894325e-07
7.236714230543676,-0.0,0.0
7.236714230543676,-9.37827668528875e-07,0.00018479956785822315
7.236714230543676,-4.376404522645528e-07,0.00013336760031133955
7.236714230543676,-4.2840812435815383e-07,6.858555241507295e-05
7.236714230543676,-2.1031294506805287e-07,3.159334164977051e-05
7.236714230543676,-3.6337833940677145e-08,2.330695927770982e-05
7.236714230543676,-7.131043147640826e-08,1.0474070535596415e-05
7.236714230543676,-1.6188449029587321e-07,5.611497739601029e-06
7.236714230543676,-3.142545284820931e-08,2.9630360260623377e-06
7.236714230543676,-2.147844275114405e-08,1.5212759953889783e-06
7.236714230543676,-3.57958009392505e-10,7.909415731532551e-07
7.236714230543676,1.924271752048041e-10,4.1229661430771426e-07
7.236714230543676,-3.852444996262323e-10,2.1108763307813488e-07
7.236714230543676,7.946445434050848e-12,1.0888081246882795e-07
7.236714230543676,-1.2230459476895766e-09,5.586848711428276e-08
7.236714230543676,3.054625785848047e-10,2.980671567052225e-08
7.236714230543676,-9.23655871178087e-11,9.636397367429953e-08
7.401448515154549,-0.0,0.0
7.401448515154549,-8.098424820762556e-07,0.00017453292519943296
7.401448515154549,-4.1017632900067546e-07,0.0001259582891829318
7.401448515154549,-3.9385401056294814e-07,6.47752439475689e-05
7.401448515154549,-1.5569171710764168e-07,2.9838156002561033e-05
7.401448515154549,-2.240978308097732e-08,2.2012128206725942e-05
7.401448515154549,-6.462486814162912e-08,9.892177728063282e-06
7.401448515154549,-1.8729086734666697e-07,5.29974786517875e-06
7.401448515154549,-2.888623136743689e-08,2.798422913503319e-06
7.401448515154549,-2.2607803884403157e-08,1.436760662311813e-06
7.401448515154549,-3.304021588449424e-09,7.470003746447409e-07
7.401448515154549,-1.5188056890945026e-09,3.893912468461746e-07
7.401448515154549,-1.8162796411058506e-10,1.9936054235157184e-07
7.401448515154549,4.939357635652312e-12,1.0283187844278194e-07
7.401448515154549,-8.397544918785686e-10,5.276468227460038e-08
7.401448515154549,2.692236216550624e-10,2.8150787022159897e-08
7.401448515154549,-4.1218739370305434e-10,9.101041958128289e-08
7.569477485457639,-0.0,0.0
7.569477485457639,-6.998219815337965e-07,0.00016534698176788387
7.569477485457639,-3.4642694885601897e-07,0.00011932890554172486
7.569477485457639,-3.8403954946282166e-07,6.136602058190738e-05
7.569477485457639,-1.3113280020734152e-07,2.8267726739268345e-05
7.569477485457639,-2.6019193679901553e-08,2.085359514321405e-05
7.569477485457639,-7.299446217286845e-08,9.37153679500732e-06
7.569477485457639,-2.0573809470471554e-07,5.0208137670114476e-06
7.569477485457639,-2.8198801930159996e-08,2.651137497003144e-06
7.569477485457639,-1.533064714739058e-08,1.3611416800848754e-06
7.569477485457639,-6.4834134349069006e-09,7.076845654529125e-07
7.569477485457639,-1.779916884453945e-09,3.6889697069637596e-07
7.569477485457639,-7.258582435795673e-11,1.888678822278049e-07
7.569477485457639,2.878884501184536e-11,9.741967431421447e-08
7.569477485457639,-5.446392493615252e-10,4.998759373383194e-08
7.569477485457639,8.862158832217173e-11,2.6669166652572535e-08
7.569477485457639,-3.458443744518358e-11,8.622039749805748e-08
7.740867035166792,-0.0,0.0
7.740867035166792,-5.819557651420068e-07,0.00015707963267948968
7.740867035166792,-2.84764861814866e-07,0.00011336246026463862
7.740867035166792,-3.503124102153803e-07,5.829771955281201e-05
7.740867035166792,-1.1151029615396162e-07,2.685434040230493e-05
7.740867035166792,-3.629242591690649e-08,1.981091538605335e-05
7.740867035166792,-7.502942382853403e-08,8.902959955256953e-06
7.740867035166792,-2.1305703429816803e-07,4.769773078660875e-06
7.740867035166792,-2.404822176246609e-08,2.518580622152987e-06
7.740867035166792,-1.9336970345997117e-08,1.2930845960806316e-06
7.740867035166792,-3.787987229958643e-09,6.723003371802668e-07
7.740867035166792,-1.2298349715511786e-09,3.504521221615571e-07
7.740867035166792,-1.3449967913831393e-10,1.7942448811641465e-07
7.740867035166792,-8.627041451746923e-11,9.254869059850376e-08
7.740867035166792,-8.354552355495517e-11,4.7488214047140345e-08
7.740867035166792,6.073573598850637e-11,2.5335708319943908e-08
7.740867035166792,-2.1911572866760853e-10,8.19093776231546e-08
7.9156843758701285,-0.0,0.0
7.9156843758701285,-4.770903931837383e-07,0.00014959965017094254
7.9156843758701285,-2.2164758989696318e-07,0.0001079642478710844
7.9156843758701285,-3.114034848901341e-07,5.552163766934477e-05
7.9156843758701285,-9.45959141610754e-08,2.5575562287909456e-05
7.9156843758701285,-4.223165191707973e-08,1.886753846290795e-05
7.9156843758701285,-7.079920317598577e-08,8.479009481197099e-06
7.9156843758701285,-1.895699127898335e-07,4.542641027296071e-06
7.9156843758701285,-1.668577906991554e-08,2.3986482115742734e-06
7.9156843758701285,-2.0002722661203988e-08,1.231509139124411e-06
7.9156843758701285,-3.3584503382923596e-09,6.402860354097779e-07
7.9156843758701285,-1.0330796882632292e-09,3.337639258681497e-07
7.9156843758701285,-6.023194835622964e-11,1.7088046487277586e-07
7.9156843758701285,-1.9490809948252505e-10,8.814161009381309e-08
7.9156843758701285,-7.891779774684933e-11,4.5226870521086043e-08
7.9156843758701285,6.095294063299417e-11,2.4129246018994197e-08
7.9156843758701285,-1.8687771267178416e-10,7.800893106967105e-08
8.09399806338753,-0.0,0.0
8.09399806338753,-4.0042537626159464e-07,0.00014279966607226333
8.09399806338753,-1.8291733183205225e-07,0.00010305678205876239
8.09399806338753,-2.7781938949721886e-07,5.299792686619274e-05
8.09399806338753,-8.427972358163733e-08,2.4413036729368118e-05
8.09399806338753,-4.5954477518070436e-08,1.8009923078230318e-05
8.09399806338753,-6.026176410533344e-08,8.093599959324504e-06
8.09399806338753,-1.6213278992619764e-07,4.336157344237159e-06
8.09399806338753,-1.2629423748958937e-08,2.2896187474118062e-06
8.09399806338753,-1.9296914266031624e-08,1.1755314509823924e-06
8.09399806338753,-3.7089800847162688e-09,6.111821247093335e-07
8.09399806338753,-1.2479611129472554e-09,3.185928383286883e-07
8.09399806338753,-7.031563687888758e-11,1.6311317101492242e-07
8.09399806338753,-8.738040877304986e-11,8.413517327136705e-08
8.09399806338753,6.35813603117429e-11,4.3171103679218495e-08
8.09399806338753,-1.584148977845931e-12,2.3032462109039917e-08
8.09399806338753,-1.1651702412317848e-10,7.446307056650418e-08
8.275878024655281,-0.0,0.0
8.275878024655281,-3.484727753472085e-07,0.00013659098493868667
8.275878024655281,-1.4908748357722772e-07,9.857605240403359e-05
8.275878024655281,-2.3564530606850394e-07,5.069366917635827e-05
8.275878024655281,-7.500331279547872e-08,2.3351600349830372e-05
8.275878024655281,-4.511472319226854e-08,1.7226882944394214e-05
8.275878024655281,-5.542839771364865e-08,7.741704308919089e-06
8.275878024655281,-1.3219069154231484e-07,4.147628764052935e-06
8.275878024655281,-9.517618398927675e-09,2.1900701062199886e-06
8.275878024655281,-1.6777626560527285e-08,1.1244213878962013e-06
8.275878024655281,-4.213615637392374e-09,5.84608988852406e-07
8.275878024655281,-5.97553491510572e-10,3.0474097579265836e-07
8.275878024655281,-3.20580223002497e-10,1.5602129401427362e-07
8.275878024655281,1.2907608382153135e-11,8.047712225956847e-08
8.275878024655281,1.2408483664909298e-11,4.1294099171426387e-08
8.275878024655281,-3.720965623691565e-11,2.20310507129947e-08
8.275878024655281,5.583979843509693e-11,7.122554575926487e-08
8.461395585148386,-0.0,0.0
8.461395585148386,-3.057776328204454e-07,0.00013089969389957473
8.461395585148386,-1.2415452415223878e-07,9.446871688719886e-05
8.461395585148386,-1.99467974285797e-07,4.858143296067668e-05
8.461395585148386,-6.642341276710205e-08,2.2378617001920775e-05
8.461395585148386,-4.1110117148863694e-08,1.6509096155044458e-05
8.461395585148386,-4.90996914430122e-08,7.419133296047461e-06
8.461395585148386,-1.0657217793460677e-07,3.974810898884063e-06
8.461395585148386,-8.842039094488577e-09,2.098817185127489e-06
8.461395585148386,-1.3968003240402261e-08,1.0775704967338596e-06
8.461395585148386,-3.947594148227685e-09,5.602502809835557e-07
8.461395585148386,-5.481115498700747e-10,2.9204343513463094e-07
8.461395585148386,-4.332530200524489e-10,1.495204067636789e-07
8.461395585148386,-1.6586475473245763e-11,7.712390883208646e-08
8.461395585148386,-1.780034514769547e-11,3.9573511705950286e-08
8.461395585148386,1.1966949817241556e-11,2.1113090266619923e-08
8.461395585148386,-1.780783119293872e-10,6.825781468596217e-08
8.650623496851354,-0.0,0.0
8.650623496851354,-2.644213001187854e-07,0.00012566370614359174
8.650623496851354,-1.0942166492979124e-07,9.06899682117109e-05
8.650623496851354,-1.696888414426434e-07,4.663817564224961e-05
8.650623496851354,-5.5538494117090946e-08,2.1483472321843943e-05
8.650623496851354,-3.563319479152279e-08,1.584873230884268e-05
8.650623496851354,-4.326672732504015e-08,7.122367964205563e-06
8.650623496851354,-9.165998275684726e-08,3.8158184629287e-06
8.650623496851354,-9.74807938232833e-09,2.0148644977223898e-06
8.650623496851354,-1.3475675702910323e-08,1.0344676768645052e-06
8.650623496851354,-2.871768576599639e-09,5.378402697442134e-07
8.650623496851354,-7.191860477667539e-10,2.8036169772924573e-07
8.650623496851354,-4.078062902380485e-10,1.4353959049313172e-07
8.650623496851354,-5.313095910105706e-11,7.4038952478803e-08
8.650623496851354,2.044864338248446e-12,3.799057123771228e-08
8.650623496851354,1.1712522230537676e-11,2.0268566655955127e-08
8.650623496851354,5.795428507349978e-12,6.552750209852368e-08
8.843635966788382,-0.0,0.0
8.843635966788382,-2.322044031612993e-07,0.00012083048667653052
8.843635966788382,-9.683096217322898e-08,8.720189251126048e-05
8.843635966788382,-1.4315248537650664e-07,4.484439965600924e-05
8.843635966788382,-4.551654877032123e-08,2.0657184924849944e-05
8.843635966788382,-3.092081129535393e-08,1.5239165681579498e-05
8.843635966788382,-3.598735044304428e-08,6.848430734813041e-06
8.843635966788382,-8.056689986794507e-08,3.6690562143545192e-06
8.843635966788382,-9.398921305525935e-09,1.9373697093484516e-06
8.843635966788382,-1.2452841343155824e-08,9.946804585235627e-07
8.843635966788382,-2.585330799817643e-09,5.171541055232822e-07
8.843635966788382,-1.0606477581144943e-09,2.695785555088901e-07
8.843635966788382,-3.189379334371418e-10,1.3801883701262667e-07
8.843635966788382,-2.2712287814268553e-11,7.11913004603875e-08
8.843635966788382,2.5743220209024683e-11,3.6529395420877184e-08
8.843635966788382,-4.698566528474609e-11,1.9489006399956853e-08
8.843635966788382,4.61055066703181e-11,6.300721355627276e-08
9.04050868612415,-0.0,0.0
9.04050868612415,-2.0520509491112813e-07,0.00011635528346628864
9.04050868612415,-8.54539705126365e-08,8.39721927886212e-05
9.04050868612415,-1.2282260234061106e-07,4.318349596504593e-05
9.04050868612415,-3.663154751924671e-08,1.9892104001707354e-05
9.04050868612415,-2.7304387223991588e-08,1.4674752137817294e-05
9.04050868612415,-3.0015297693187835e-08,6.594785152042188e-06
9.04050868612415,-7.184451169133259e-08,3.5331652434525e-06
9.04050868612415,-8.610601524853873e-09,1.8656152756688793e-06
9.04050868612415,-1.1958336520838473e-08,9.578404415412085e-07
9.04050868612415,-2.5370261588129898e-09,4.980002497631606e-07
9.04050868612415,-1.1572498225080471e-09,2.595941645641164e-07
9.04050868612415,-2.3676119757133846e-10,1.3290702823438123e-07
9.04050868612415,-2.6189537814508926e-11,6.85545856285213e-08
9.04050868612415,-1.1366873944949972e-11,3.517645484973359e-08
9.04050868612415,1.9738795729016605e-11,1.87671913481066e-08
9.04050868612415,-4.653052968905766e-11,6.067361305418859e-08
9.241318859846633,-0.0,0.0
9.241318859846633,-1.7764736170863913e-07,0.0001121997376282069
9.241318859846633,-7.427117107828144e-08,8.09731859033133e-05
9.241318859846633,-1.0554820350415086e-07,4.164122825200858e-05
9.241318859846633,-3.1025427934188576e-08,1.918167171593209e-05
9.241318859846633,-2.3745928458271145e-08,1.4150653847180963e-05
9.241318859846633,-2.5274963558520904e-08,6.3592571108978235e-06
9.241318859846633,-6.418271112114074e-08,3.4069807704720537e-06
9.241318859846633,-7.435314709080857e-09,1.798986158680705e-06
9.241318859846633,-1.0298991526395442e-08,9.236318543433082e-07
9.241318859846633,-2.4049279099782107e-09,4.802145265573334e-07
9.241318859846633,-1.2170347942632787e-09,2.5032294440111226e-07
9.241318859846633,-2.0768720289800054e-10,1.281603486545819e-07
9.241318859846633,-1.9614817177051667e-11,6.610620757035982e-08
9.241318859846633,-2.824376163070392e-12,3.392015289081453e-08
9.241318859846633,-2.991430901071354e-11,1.809693451424565e-08
9.241318859846633,-4.505410244815712e-11,5.8506698302253284e-08
9.446145237043565,-0.0,0.0
9.446145237043565,-1.5326329894732655e-07,0.00010833078115826874
9.446145237043565,-6.271550296455759e-08,7.818100707906112e-05
9.446145237043565,-9.158770894783124e-08,4.0205323829525524e-05
9.446145237043565,-2.7258744107256974e-08,1.8520234760210297e-05
9.446145237043565,-2.014851390032331e-08,1.366270026624369e-05
9.446145237043565,-2.1599537295098546e-08,6.13997238293583e-06
9.446145237043565,-5.7472036298846364e-08,3.2894986749385346e-06
9.446145237043565,-6.635966004962439e-09,1.7369521532089565e-06
9.446145237043565,-8.98076217310254e-09,8.91782480055608e-07
9.446145237043565,-2.2875502684030176e-09,4.6365540495190813e-07
9.446145237043565,-9.06321799261608e-10,2.416911187321084e-07
9.446145237043565,-1.4838495506229304e-10,1.2374102628718253e-07
9.446145237043565,-5.259372455731932e-11,6.38266831713819e-08
9.446145237043565,-5.261176000788723e-12,3.275049244630369e-08
9.446145237043565,-2.0285575284266633e-12,1.747290228961649e-08
9.446145237043565,7.88798708108337e-11,5.648922594700317e-08
9.655068141784437,-0.0,0.0
9.655068141784437,-1.309582262696612e-07,0.00010471975511965978
