# Matter power spectrum P(k) at redshift z=4.5
# for k=1.04575e-05 to 1006.15 h/Mpc,
# number of wavenumbers equal to 625
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       1.045749810485e-05       2.650123978050e+00 
       2.373043761528e-05       5.875369327368e+00 
       3.705205197341e-05       9.053066529739e+00 
       5.046040160262e-05       1.221363564272e+01 
       6.399420676399e-05       1.537544294527e+01 
       7.769321405898e-05       1.855282036484e+01 
       9.159857522556e-05       2.175837000852e+01 
       1.057532435558e-04       2.500393398950e+01 
       1.202023933008e-04       2.830110869757e+01 
       1.349938674647e-04       3.166156883595e+01 
       1.501786593808e-04       3.509730224960e+01 
       1.658114333596e-04       3.862080104641e+01 
       1.819510894196e-04       4.224523040336e+01 
       1.986613765579e-04       4.598458805034e+01 
       2.160115580438e-04       4.985386036718e+01 
       2.340771306401e-04       5.386917886122e+01 
       2.529405972213e-04       5.804797853228e+01 
       2.726922886571e-04       6.240915846637e+01 
       2.934312256600e-04       6.697324154524e+01 
       3.152660040981e-04       7.176253002962e+01 
       3.383156775180e-04       7.680125016624e+01 
       3.627105977775e-04       8.211567606935e+01 
       3.885931583209e-04       8.773421934151e+01 
       4.161183645581e-04       9.368746729375e+01 
       4.454541324261e-04       1.000081460617e+02 
       4.767811907995e-04       1.067309824998e+02 
       5.102924387431e-04       1.138924304822e+02 
       5.461915893473e-04       1.215302286149e+02 
       5.846909251320e-04       1.296827539158e+02 
       6.260080050474e-04       1.383881447921e+02 
       6.703612104985e-04       1.476831768928e+02 
       7.179641068864e-04       1.576019030537e+02 
       7.690187318622e-04       1.681740975677e+02 
       8.237080952403e-04       1.794235901102e+02 
       8.821883665213e-04       1.913666104326e+02 
       9.445813962622e-04       2.040103016264e+02 
       1.010968318642e-03       2.173515795824e+02 
       1.081384969221e-03       2.313764895400e+02 
       1.155819700313e-03       2.460601744419e+02 
       1.234213899658e-03       2.613674928196e+02 
       1.316465168833e-03       2.772542298409e+02 
       1.402432774394e-03       2.936687766876e+02 
       1.491944724558e-03       3.105541018005e+02 
       1.584805697329e-03       3.278497974527e+02 
       1.680805061300e-03       3.454940266955e+02 
       1.779724358910e-03       3.634252515046e+02 
       1.881343813733e-03       3.815836332590e+02 
       1.985447627100e-03       3.999120856809e+02 
       2.091828006459e-03       4.183570174696e+02 
       2.200287998256e-03       4.368687723184e+02 
       2.310643277916e-03       4.554012549924e+02 
       2.422723085604e-03       4.739136890327e+02 
       2.536370500476e-03       4.923690226926e+02 
       2.651442230081e-03       5.107341236074e+02 
       2.767808065318e-03       5.289795631780e+02 
       2.885350122018e-03       5.470795760164e+02 
       3.003961962113e-03       5.650115377866e+02 
       3.123547662764e-03       5.827558830508e+02 
       3.244020881646e-03       6.002957225755e+02 
       3.365303950641e-03       6.176165807135e+02 
       3.487327018288e-03       6.347061405441e+02 
       3.610027252458e-03       6.515539763259e+02 
       3.733348108622e-03       6.681514496516e+02 
       3.857238664757e-03       6.844912814879e+02 
       3.981653021215e-03       7.005675398477e+02 
       4.106549762154e-03       7.163755706080e+02 
       4.231891474164e-03       7.319115435405e+02 
       4.357644317282e-03       7.471728588859e+02 
       4.483777643502e-03       7.621574175889e+02 
       4.610263657980e-03       7.768641865738e+02 
       4.737077118433e-03       7.912924714542e+02 
       4.864195068510e-03       8.054423393517e+02 
       4.991596601329e-03       8.193144050549e+02 
       5.119262649698e-03       8.329094211248e+02 
       5.247175799933e-03       8.462289096073e+02 
       5.375320126495e-03       8.592742614447e+02 
       5.503681045008e-03       8.720474230261e+02 
