# Matter power spectrum P(k) at redshift z=5
# for k=1.04575e-05 to 1006.15 h/Mpc,
# number of wavenumbers equal to 625
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       1.045749810485e-05       2.228013045856e+00 
       2.373043761528e-05       4.939543311092e+00 
       3.705205197341e-05       7.611101148239e+00 
       5.046040160262e-05       1.026826258861e+01 
       6.399420676399e-05       1.292646991510e+01 
       7.769321405898e-05       1.559777373557e+01 
       9.159857522556e-05       1.829277046745e+01 
       1.057532435558e-04       2.102141786406e+01 
       1.202023933008e-04       2.379346730255e+01 
       1.349938674647e-04       2.661873632884e+01 
       1.501786593808e-04       2.950730613675e+01 
       1.658114333596e-04       3.246968235080e+01 
       1.819510894196e-04       3.551693704229e+01 
       1.986613765579e-04       3.866084292992e+01 
       2.160115580438e-04       4.191400481751e+01 
       2.340771306401e-04       4.528999127004e+01 
       2.529405972213e-04       4.880346802791e+01 
       2.726922886571e-04       5.247033328449e+01 
       2.934312256600e-04       5.630785234246e+01 
       3.152660040981e-04       6.033478873497e+01 
       3.383156775180e-04       6.457152638591e+01 
       3.627105977775e-04       6.904017429325e+01 
       3.885931583209e-04       7.376464256520e+01 
       4.161183645581e-04       7.877067532603e+01 
       4.454541324261e-04       8.408582057028e+01 
       4.767811907995e-04       8.973931507818e+01 
       5.102924387431e-04       9.576185516050e+01 
       5.461915893473e-04       1.021852258207e+02 
       5.846909251320e-04       1.090417579212e+02 
       6.260080050474e-04       1.163635913160e+02 
       6.703612104985e-04       1.241817291653e+02 
       7.179641068864e-04       1.325248933137e+02 
       7.690187318622e-04       1.414182133711e+02 
       8.237080952403e-04       1.508818219344e+02 
       8.821883665213e-04       1.609294563213e+02 
       9.445813962622e-04       1.715672010833e+02 
       1.010968318642e-03       1.827925196765e+02 
       1.081384969221e-03       1.945937042706e+02 
       1.155819700313e-03       2.069498408257e+02 
       1.234213899658e-03       2.198313233961e+02 
       1.316465168833e-03       2.332008714644e+02 
       1.402432774394e-03       2.470149466366e+02 
       1.491944724558e-03       2.612254209714e+02 
       1.584805697329e-03       2.757813129037e+02 
       1.680805061300e-03       2.906304428251e+02 
       1.779724358910e-03       3.057209041509e+02 
       1.881343813733e-03       3.210022558913e+02 
       1.985447627100e-03       3.364264172635e+02 
       2.091828006459e-03       3.519482936134e+02 
       2.200287998256e-03       3.675261413583e+02 
       2.310643277916e-03       3.831212410221e+02 
       2.422723085604e-03       3.986993609496e+02 
       2.536370500476e-03       4.142294005977e+02 
       2.651442230081e-03       4.296835344552e+02 
       2.767808065318e-03       4.450370593992e+02 
       2.885350122018e-03       4.602682826952e+02 
       3.003961962113e-03       4.753581629157e+02 
       3.123547662764e-03       4.902902099004e+02 
       3.244020881646e-03       5.050501805714e+02 
       3.365303950641e-03       5.196258669899e+02 
       3.487327018288e-03       5.340068891862e+02 
       3.610027252458e-03       5.481844735371e+02 
       3.733348108622e-03       5.621513639424e+02 
       3.857238664757e-03       5.759014588666e+02 
       3.981653021215e-03       5.894297937751e+02 
       4.106549762154e-03       6.027324780522e+02 
       4.231891474164e-03       6.158063068028e+02 
       4.357644317282e-03       6.286491008746e+02 
       4.483777643502e-03       6.412590924048e+02 
       4.610263657980e-03       6.536354032150e+02 
       4.737077118433e-03       6.657774361328e+02 
       4.864195068510e-03       6.776852356347e+02 
       4.991596601329e-03       6.893593098612e+02 
       5.119262649698e-03       7.008002901218e+02 
       5.247175799933e-03       7.120094599155e+02 
       5.375320126495e-03       7.229879977239e+02 
