# Matter power spectrum P(k) at redshift z=4.5
# for k=1.04488e-05 to 1003.78 h/Mpc,
# number of wavenumbers equal to 625
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       1.044883175527e-05       2.390679928370e+00 
       2.370050338713e-05       5.350282261224e+00 
       3.700063944182e-05       8.287165111774e+00 
       5.038711707899e-05       1.122115935906e+01 
       6.389846824781e-05       1.416577829842e+01 
       7.757424324409e-05       1.713243214363e+01 
       9.145538642786e-05       2.013169234085e+01 
       1.055846293703e-04       2.317385252950e+01 
       1.200069067373e-04       2.626924595546e+01 
       1.347698002505e-04       2.942846216323e+01 
       1.499240160634e-04       3.266251736176e+01 
       1.655239007843e-04       3.598300319999e+01 
       1.816280011095e-04       3.940222674836e+01 
       1.982996714877e-04       4.293334861311e+01 
       2.156077332810e-04       4.659052274481e+01 
       2.336271873434e-04       5.038903954776e+01 
       2.524399795515e-04       5.434547456299e+01 
       2.721358152929e-04       5.847783939018e+01 
       2.928130138504e-04       6.280573547590e+01 
       3.145793865680e-04       6.735050410713e+01 
       3.375531131145e-04       7.213536854354e+01 
       3.618635775668e-04       7.718555696958e+01 
       3.876521099662e-04       8.252839596249e+01 
       4.150725592880e-04       8.819335522536e+01 
       4.442916007502e-04       9.421202393325e+01 
       4.754886553233e-04       1.006179911660e+02 
       5.088552748300e-04       1.074465997550e+02 
       5.445938267077e-04       1.147345396794e+02 
       5.829153052047e-04       1.225192481914e+02 
       6.240361095991e-04       1.308380875486e+02 
       6.681736753439e-04       1.397272847535e+02 
       7.155409301449e-04       1.492206399126e+02 
       7.663396781176e-04       1.593480396403e+02 
       8.207531854004e-04       1.701338522599e+02 
       8.789384292238e-04       1.815953186198e+02 
       9.410186427090e-04       1.937410873914e+02 
       1.007076892125e-03       2.065700654141e+02 
       1.077151416773e-03       2.200707316939e+02 
       1.151233319192e-03       2.342210293374e+02 
       1.229266925659e-03       2.489888797365e+02 
       1.311152794062e-03       2.643332789403e+02 
       1.396753004406e-03       2.802058528792e+02 
       1.485898103579e-03       2.965527170173e+02 
       1.578394942106e-03       3.133164319390e+02 
       1.674034647550e-03       3.304378805402e+02 
       1.772600100510e-03       3.478579513775e+02 
       1.873872466169e-03       3.655189168405e+02 
       1.977636536206e-03       3.833654865272e+02 
       2.083684813396e-03       4.013455635580e+02 
       2.191820403523e-03       4.194106881103e+02 
       2.301858861427e-03       4.375157849157e+02 
       2.413629176451e-03       4.556206670876e+02 
       2.526974088426e-03       4.736888292062e+02 
       2.641749910640e-03       4.916874172437e+02 
       2.757826010760e-03       5.095872436406e+02 
       2.875084071783e-03       5.273624468683e+02 
       2.993417227104e-03       5.449903628219e+02 
       3.112729139196e-03       5.624511947366e+02 
       3.232933071076e-03       5.797277768184e+02 
       3.353950983664e-03       5.968052837931e+02 
       3.475712680051e-03       6.136709677100e+02 
       3.598155008691e-03       6.303140070129e+02 
       3.721221131280e-03       6.467251499469e+02 
       3.844859856692e-03       6.628967197948e+02 
       3.969025039506e-03       6.788222063945e+02 
       4.093675039900e-03       6.944963373334e+02 
       4.218772240649e-03       7.099149229175e+02 
       4.344282616503e-03       7.250746212955e+02 
       4.470175351099e-03       7.399727970752e+02 
       4.596422496654e-03       7.546079081706e+02 
       4.722998671932e-03       7.689786061492e+02 
       4.849880794303e-03       7.830845894197e+02 
       4.977047842055e-03       7.969258357400e+02 
       5.104480643516e-03       8.105025640990e+02 
       5.232161689861e-03       8.238158678233e+02 
       5.360074968836e-03       8.368665955678e+02 
       5.488205816956e-03       8.496562699197e+02 
       5.616540787985e-03       8.621866874970e+02 
       5.745067535796e-03       8.744596297233e+02 
       5.873774709920e-03       8.864772224165e+02 
       6.002651862290e-03       8.982417422646e+02 
       6.131689363893e-03       9.097553573619e+02 
       6.260878330180e-03       9.210209504115e+02 
       6.390210554214e-03       9.320409920225e+02 
       6.519678446704e-03       9.428179881950e+02 
       6.649274982110e-03       9.533550077175e+02 
       6.778993650176e-03       9.636546758365e+02 
       6.908828412258e-03       9.737199017041e+02 
       7.038773661946e-03       9.835538182143e+02 
       7.168824189491e-03       9.931592764896e+02 
       7.298975149639e-03       1.002538851571e+03 
       7.429222032517e-03       1.011695909628e+03 
       7.559560637226e-03       1.020633241149e+03 
       7.689987047882e-03       1.029353481628e+03 
       7.820497611841e-03       1.037860176329e+03 
       7.951088919888e-03       1.046156099519e+03 
       8.081757788189e-03       1.054243828855e+03 
       8.212501241839e-03       1.062126193451e+03 
       8.343316499837e-03       1.069806336785e+03 
       8.474200961356e-03       1.077287018939e+03 
       8.605152193182e-03       1.084570699544e+03 
       8.736167918215e-03       1.091660646193e+03 
       8.867246004919e-03       1.098559621588e+03 
       8.998384457645e-03       1.105269908539e+03 
       9.129581407748e-03       1.111794389554e+03 
       9.260835105408e-03       1.118135740306e+03 
       9.392143912118e-03       1.124296666385e+03 
       9.523506293757e-03       1.130279567938e+03 
       9.654920814204e-03       1.136086955606e+03 
       9.786386129455e-03       1.141721653429e+03 
       9.917900982187e-03       1.147185822992e+03 
       1.004946419673e-02       1.152481861170e+03 
       1.018107467444e-02       1.157612292524e+03 
       1.031273138939e-02       1.162581758010e+03 
       1.044443338439e-02       1.167388380344e+03 
       1.057617976732e-02       1.172036677041e+03 
       1.070796970771e-02       1.176528506729e+03 
       1.083980243358e-02       1.180866082633e+03 
       1.097167722849e-02       1.185051804458e+03 
       1.110359342884e-02       1.189087724941e+03 
       1.123555042131e-02       1.192976033181e+03 
