# Matter power spectrum P(k) at redshift z=4.5
# for k=1.05459e-05 to 1007.8 h/Mpc,
# number of wavenumbers equal to 624
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       1.054587662383e-05       2.305511432250e+00 
       2.395760700461e-05       5.167526255553e+00 
       3.741949231070e-05       8.007757363217e+00 
       5.097080407504e-05       1.084559838991e+01 
       6.465150826923e-05       1.369431978478e+01 
       7.850265151649e-05       1.656516229536e+01 
       9.256676051055e-05       1.946856660669e+01 
       1.068882603665e-04       2.241472031453e+01 
       1.215139176705e-04       2.541386995865e+01 
       1.364933140282e-04       2.847653523440e+01 
       1.518793559007e-04       3.161367873802e+01 
       1.677288263856e-04       3.483685553913e+01 
       1.841029842806e-04       3.815835446229e+01 
       2.010682151256e-04       4.159133818524e+01 
       2.186967378032e-04       4.514998536909e+01 
       2.370673684701e-04       4.884963657263e+01 
       2.562663408111e-04       5.270694546345e+01 
       2.763881774971e-04       5.674003278425e+01 
       2.975366018308e-04       6.096864158472e+01 
       3.198254703706e-04       6.541428900913e+01 
       3.433796962236e-04       7.010040667181e+01 
       3.683361181409e-04       7.505246068390e+01 
       3.948442520610e-04       8.029803687094e+01 
       4.230668392529e-04       8.586687129626e+01 
       4.531800792723e-04       9.179080555054e+01 
       4.853734083030e-04       9.810363433444e+01 
       5.198486575588e-04       1.048408152313e+02 
       5.568184080411e-04       1.120390046765e+02 
       5.965033555038e-04       1.197353836555e+02 
       6.391285237414e-04       1.279667528177e+02 
       6.849182269121e-04       1.367683792067e+02 
       7.340897917152e-04       1.461726160733e+02 
       7.868462095924e-04       1.562073430804e+02 
       8.433680859967e-04       1.668943217289e+02 
       9.038054586522e-04       1.782476003302e+02 
       9.682702230937e-04       1.902721243239e+02 
       1.036829977312e-03       2.029627380229e+02 
       1.109504033623e-03       2.163037101794e+02 
       1.186262131037e-03       2.302688788742e+02 
       1.267026045480e-03       2.448224307395e+02 
       1.351673909154e-03       2.599202338452e+02 
       1.440046703627e-03       2.755115670759e+02 
       1.531956161098e-03       2.915410849349e+02 
       1.627193233137e-03       3.079507784765e+02 
       1.725536357866e-03       3.246818042439e+02 
       1.826758931240e-03       3.416760543961e+02 
       1.930635607428e-03       3.588773869691e+02 
       2.036947265403e-03       3.762325467498e+02 
       2.145484649649e-03       3.936917576995e+02 
       2.256050808962e-03       4.112089562721e+02 
       2.368462520340e-03       4.287417647996e+02 
       2.482550905970e-03       4.462527087051e+02 
       2.598161443598e-03       4.637076795200e+02 
       2.715153546563e-03       4.810763042415e+02 
       2.833399858872e-03       4.983316221787e+02 
       2.952785379160e-03       5.154500804572e+02 
       3.073206498732e-03       5.324109688616e+02 
       3.194570014728e-03       5.491963799914e+02 
       3.316792160165e-03       5.657908775290e+02 
       3.439797677790e-03       5.821811602998e+02 
       3.563518953785e-03       5.983560144720e+02 
       3.687895219483e-03       6.143057868355e+02 
       3.812871823923e-03       6.300225115043e+02 
       3.938399576414e-03       6.454994950929e+02 
       4.064434156076e-03       6.607312418186e+02 
       4.190935583973e-03       6.757133605607e+02 
       4.317867752807e-03       6.904423706644e+02 
       4.445198008897e-03       7.049157356365e+02 
       4.572896781262e-03       7.191315340238e+02 
       4.700937252832e-03       7.330886349624e+02 
       4.829295069163e-03       7.467864224503e+02 
       4.957948080421e-03       7.602250427532e+02 
       5.086876112798e-03       7.734045568309e+02 
       5.216060765905e-03       7.863259666488e+02 
       5.345485233097e-03       7.989904452083e+02 
       5.475134141982e-03       8.113991593114e+02 
       5.604993412735e-03       8.235539964460e+02 
       5.735050132083e-03       8.354568607867e+02 
       5.865292441105e-03       8.471096306184e+02 
       5.995709435225e-03       8.585147986724e+02 
       6.126291074934e-03       8.696744810864e+02 
       6.257028106021e-03       8.805912386681e+02 
       6.387911988181e-03       8.912678977690e+02 
       6.518934831047e-03       9.017068908235e+02 
       6.650089336797e-03       9.119110521611e+02 
       6.781368748589e-03       9.218831653564e+02 
       6.912766804167e-03       9.316258905454e+02 
       7.044277694073e-03       9.411425101542e+02 
       7.175896023947e-03       9.504359094341e+02 
       7.307616780480e-03       9.595088201440e+02 
       7.439435300621e-03       9.683640468720e+02 
       7.571347243688e-03       9.770047687869e+02 
       7.703348566092e-03       9.854333757622e+02 
       7.835435498379e-03       9.936533232304e+02 
       7.967604524376e-03       1.001667850719e+03 
       8.099852362201e-03       1.009479191962e+03 
       8.232175946977e-03       1.017090094030e+03 
       8.364572415055e-03       1.024504337122e+03 
       8.497039089610e-03       1.031723880307e+03 
       8.629573467480e-03       1.038751660243e+03 
       8.762173207120e-03       1.045590529915e+03 
       8.894836117563e-03       1.052243779762e+03 
       9.027560148310e-03       1.058713468218e+03 
       9.160343380039e-03       1.065002271696e+03 
       9.293184016077e-03       1.071112852582e+03 
       9.426080374557e-03       1.077048065660e+03 
       9.559030881197e-03       1.082810216798e+03 
       9.692034062657e-03       1.088401952014e+03 
       9.825088540402e-03       1.093825496632e+03 
       9.958193025054e-03       1.099083739785e+03 
       1.009134631117e-02       1.104178547129e+03 
       1.022454727240e-02       1.109112827606e+03 
       1.035779485708e-02       1.113888941225e+03 
       1.049108808403e-02       1.118509964764e+03 
       1.062442603880e-02       1.122975909664e+03 
       1.075780787008e-02       1.127290045079e+03 
       1.089123278647e-02       1.131454429999e+03 
       1.102470005340e-02       1.135471707572e+03 
       1.115820899032e-02       1.139343665296e+03 
       1.129175896808e-02       1.143072450526e+03 
       1.142534940653e-02       1.146659951684e+03 
       1.155897977221e-02       1.150108415934e+03 
       1.169264957627e-02       1.153419981633e+03 
       1.182635837256e-02       1.156596343420e+03 
       1.196010575577e-02       1.159639558212e+03 
       1.209389135976e-02       1.162551245101e+03 
       1.222771485602e-02       1.165333796264e+03 
       1.236157595218e-02       1.167988842815e+03 
       1.249547439069e-02       1.170517818059e+03 
       1.262940994755e-02       1.172923121739e+03 
       1.276338243113e-02       1.175206049553e+03 
       1.289739168112e-02       1.177368483043e+03 
       1.303143756752e-02       1.179412712230e+03 
       1.316551998968e-02       1.181339442364e+03 
       1.329963887547e-02       1.183150958485e+03 
       1.343379418048e-02       1.184849136962e+03 
       1.356798588725e-02       1.186434887637e+03 
       1.370221400463e-02       1.187911074723e+03 
       1.383647856714e-02       1.189278241826e+03 
       1.397077963436e-02       1.190538202880e+03 
       1.410511729045e-02       1.191692989926e+03 
       1.423949164364e-02       1.192743396780e+03 
       1.437390282580e-02       1.193692259894e+03 
       1.450835099199e-02       1.194539662004e+03 
       1.464283632018e-02       1.195287740615e+03 
       1.477735901085e-02       1.195937617653e+03 
       1.491191928672e-02       1.196490875239e+03 
       1.504651739250e-02       1.196949701744e+03 
       1.518115359463e-02       1.197314924447e+03 
       1.531582818112e-02       1.197587897848e+03 
       1.545054146135e-02       1.197770746821e+03 
       1.558529376592e-02       1.197863541266e+03 
       1.572008544657e-02       1.197869030261e+03 
       1.585491687604e-02       1.197787922849e+03 
       1.598978844802e-02       1.197621747652e+03 
       1.612470057713e-02       1.197371622847e+03 
       1.625965369884e-02       1.197039100937e+03 
       1.639464826954e-02       1.196625497751e+03 
       1.652968476650e-02       1.196132174941e+03 
       1.666476368793e-02       1.195560101801e+03 
       1.679988555307e-02       1.194910471921e+03 
       1.693505090223e-02       1.194185223866e+03 
       1.707026029690e-02       1.193385668981e+03 
       1.720551431989e-02       1.192511977946e+03 
       1.734081357544e-02       1.191566354485e+03 
       1.747615868939e-02       1.190549191783e+03 
       1.761155030937e-02       1.189462021398e+03 
       1.774698910494e-02       1.188306106872e+03 
       1.788247576786e-02       1.187082970349e+03 
       1.801801101224e-02       1.185793013635e+03 
       1.815359557488e-02       1.184437676403e+03 
       1.828923021544e-02       1.183019051773e+03 
       1.842491571677e-02       1.181535960343e+03 
       1.856065288516e-02       1.179992409042e+03 
       1.869644255071e-02       1.178387290300e+03 
       1.883228556761e-02       1.176721847809e+03 
       1.896818281447e-02       1.174998098185e+03 
       1.910413519474e-02       1.173216367499e+03 
       1.924014363703e-02       1.171377832498e+03 
       1.937620909555e-02       1.169484175294e+03 
       1.951233255048e-02       1.167535365554e+03 
       1.964851500844e-02       1.165532458289e+03 
       1.978475750288e-02       1.163477858215e+03 
       1.992106109463e-02       1.161371066776e+03 
       2.005742687230e-02       1.159213587257e+03 
       2.019385595284e-02       1.157006735766e+03 
       2.033034948201e-02       1.154749957576e+03 
       2.046690863496e-02       1.152447710148e+03 
       2.060353461679e-02       1.150095471852e+03 
       2.074022866307e-02       1.147698788058e+03 
       2.087699204052e-02       1.145257603402e+03 
       2.101382604757e-02       1.142772276201e+03 
       2.115073201501e-02       1.140242731753e+03 
       2.128771130666e-02       1.137671875497e+03 
       2.142476532007e-02       1.135058693792e+03 
       2.156189548716e-02       1.132404932896e+03 
       2.169910327504e-02       1.129712169625e+03 
       2.183639018667e-02       1.126978822064e+03 
       2.197375776170e-02       1.124209437672e+03 
       2.211120757723e-02       1.121402961205e+03 
       2.224874124866e-02       1.118559033939e+03 
       2.238636043052e-02       1.115679973705e+03 
       2.252406681738e-02       1.112766500821e+03 
       2.266186214469e-02       1.109819366622e+03 
       2.279974818980e-02       1.106839161545e+03 
       2.293772677283e-02       1.103824648264e+03 
       2.307579975775e-02       1.100782170061e+03 
       2.321396905334e-02       1.097706648241e+03 
       2.335223661426e-02       1.094603196562e+03 
       2.349060444215e-02       1.091468637768e+03 
       2.362907458674e-02       1.088308305424e+03 
       2.376764914702e-02       1.085118538408e+03 
       2.390633027240e-02       1.081901190082e+03 
       2.404512016397e-02       1.078661392130e+03 
       2.418402107576e-02       1.075392078488e+03 
       2.432303531605e-02       1.072101044947e+03 
       2.446216524869e-02       1.068783025774e+03 
       2.460141329453e-02       1.065442177250e+03 
       2.474078193285e-02       1.062080625205e+03 
       2.488027370280e-02       1.058696934554e+03 
       2.501989120497e-02       1.055292384731e+03 
       2.515963710296e-02       1.051865561334e+03 
       2.529951412499e-02       1.048417204909e+03 
       2.543952506557e-02       1.044953295202e+03 
       2.557967278729e-02       1.041468728099e+03 
       2.571996022254e-02       1.037966821185e+03 
       2.586039037538e-02       1.034447759042e+03 
       2.600096632349e-02       1.030910659618e+03 
       2.614169122007e-02       1.027357669809e+03 
       2.628256829594e-02       1.023790236314e+03 
       2.642360086160e-02       1.020206841973e+03 
       2.656479230944e-02       1.016609256769e+03 
       2.670614611595e-02       1.012996875034e+03 
       2.684766584408e-02       1.009372058459e+03 
       2.698935514561e-02       1.005734759810e+03 
       2.713121776367e-02       1.002075463669e+03 
       2.727325753527e-02       9.984218135947e+02 
       2.741547839400e-02       9.947470590543e+02 
       2.755788437276e-02       9.910639299620e+02 
       2.770047960660e-02       9.873685917963e+02 
       2.784326833570e-02       9.836654250976e+02 
       2.798625490840e-02       9.799515296497e+02 
       2.812944378436e-02       9.762263269087e+02 
       2.827283953786e-02       9.724954941197e+02 
       2.841644686117e-02       9.687570140623e+02 
       2.856027056810e-02       9.650087415297e+02 
       2.870431559761e-02       9.612552540401e+02 
       2.884858701765e-02       9.574943183664e+02 
       2.899309002902e-02       9.537270985432e+02 
       2.913782996949e-02       9.499559327355e+02 
       2.928281231802e-02       9.461785625129e+02 
       2.942804269914e-02       9.423937069252e+02 
       2.957352688749e-02       9.386075666103e+02 
       2.971927081260e-02       9.348136654064e+02 
       2.986528056376e-02       9.310207398409e+02 
       3.001156239516e-02       9.272209861038e+02 
       3.015812273119e-02       9.234187932629e+02 
       3.030496817197e-02       9.196146472399e+02 
       3.045210549909e-02       9.158073553018e+02 
       3.059954168162e-02       9.119976540458e+02 
       3.074728388228e-02       9.081860482487e+02 
       3.089533946398e-02       9.043728249968e+02 
       3.104371599653e-02       9.005585943569e+02 
       3.119242126369e-02       8.967448712866e+02 
       3.134146327051e-02       8.929285958693e+02 
       3.149085025095e-02       8.891111714951e+02 
       3.164059067589e-02       8.852986220199e+02 
       3.179069326138e-02       8.814834606422e+02 
       3.194116697741e-02       8.776687534000e+02 
       3.209202105689e-02       8.738555872327e+02 
       3.224326500520e-02       8.700430608000e+02 
       3.239490860999e-02       8.662336514985e+02 
       3.254696195161e-02       8.624237521269e+02 
       3.269943541387e-02       8.586189346488e+02 
       3.285233969536e-02       8.548108791486e+02 
       3.300568582133e-02       8.510092813580e+02 
       3.315948515602e-02       8.472105984959e+02 
       3.331374941570e-02       8.434141303213e+02 
       3.346849068227e-02       8.396213351449e+02 
       3.362372141749e-02       8.358302143816e+02 
       3.377945447800e-02       8.320446507578e+02 
       3.393570313096e-02       8.282590738671e+02 
       3.409248107059e-02       8.244802931611e+02 
       3.424980243545e-02       8.207040322183e+02 
       3.440768182662e-02       8.169319556353e+02 
       3.456613432688e-02       8.131676351649e+02 
       3.472517552076e-02       8.094024316995e+02 
       3.488482151577e-02       8.056458499747e+02 
       3.504508896467e-02       8.018923799261e+02 
       3.520599508896e-02       7.981421046348e+02 
       3.536755770364e-02       7.944006549804e+02 
       3.552979524329e-02       7.906624726648e+02 
       3.569272678970e-02       7.869294290661e+02 
       3.585637210089e-02       7.832013942051e+02 
       3.602075164186e-02       7.794808062346e+02 
       3.618588661713e-02       7.757632206042e+02 
       3.635179900506e-02       7.720517976635e+02 
       3.651851159422e-02       7.683476651368e+02 
       3.668604802199e-02       7.646449712423e+02 
       3.685443281532e-02       7.609516442568e+02 
       3.702369143405e-02       7.572650259279e+02 
       3.719385031690e-02       7.535837058943e+02 
       3.736493693021e-02       7.499051911266e+02 
       3.753697981988e-02       7.462353797696e+02 
       3.771000866645e-02       7.425700780315e+02 
       3.788405434385e-02       7.389128047008e+02 
       3.805914898192e-02       7.352599201821e+02 
       3.823532603303e-02       7.316145166406e+02 
       3.841262034320e-02       7.279725784902e+02 
       3.859106822800e-02       7.243368206438e+02 
       3.877070755366e-02       7.207082828901e+02 
       3.895157782381e-02       7.170846832534e+02 
       3.913372027237e-02       7.134664750460e+02 
       3.931717796296e-02       7.098551103658e+02 
       3.950199589564e-02       7.062489611311e+02 
       3.968822112142e-02       7.026479419198e+02 
       3.987590286525e-02       6.990529339467e+02 
       4.006509265840e-02       6.954618288562e+02 
       4.025584448087e-02       6.918789940780e+02 
       4.044821491497e-02       6.882972182548e+02 
       4.064226331098e-02       6.847227597931e+02 
       4.083805196607e-02       6.811536007200e+02 
       4.103564631778e-02       6.775878260558e+02 
       4.123511515355e-02       6.740252479393e+02 
       4.143653083778e-02       6.704697258345e+02 
       4.163996955825e-02       6.669172440264e+02 
       4.184551159400e-02       6.633686830015e+02 
       4.205324160672e-02       6.598209366203e+02 
       4.226324895833e-02       6.562769770892e+02 
       4.247562805751e-02       6.527386651849e+02 
       4.269047873838e-02       6.492031815168e+02 
       4.290790667488e-02       6.456665670562e+02 
       4.312802383509e-02       6.421337833379e+02 
       4.335094897991e-02       6.386031954346e+02 
       4.357680821155e-02       6.350738652465e+02 
       4.380573557760e-02       6.315426889144e+02 
       4.403787373783e-02       6.280134660423e+02 
       4.427337470117e-02       6.244845629971e+02 
