# Matter power spectrum P(k) at redshift z=4
# for k=1.05459e-05 to 1007.8 h/Mpc,
# number of wavenumbers equal to 624
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       1.054587662383e-05       2.786910707077e+00 
       2.395760700461e-05       6.246523848065e+00 
       3.741949231070e-05       9.679802673048e+00 
       5.097080407504e-05       1.311018910637e+01 
       6.465150826923e-05       1.655372320178e+01 
       7.850265151649e-05       2.002399148126e+01 
       9.256676051055e-05       2.353361315268e+01 
       1.068882603665e-04       2.709490131668e+01 
       1.215139176705e-04       3.072024010376e+01 
       1.364933140282e-04       3.442234352940e+01 
       1.518793559007e-04       3.821446061678e+01 
       1.677288263856e-04       4.211055613271e+01 
       1.841029842806e-04       4.612548130888e+01 
       2.010682151256e-04       5.027514298262e+01 
       2.186967378032e-04       5.457667531291e+01 
       2.370673684701e-04       5.904861608346e+01 
       2.562663408111e-04       6.371108914527e+01 
       2.763881774971e-04       6.858599040198e+01 
       2.975366018308e-04       7.369717510911e+01 
       3.198254703706e-04       7.907064107958e+01 
       3.433796962236e-04       8.473469799711e+01 
       3.683361181409e-04       9.072011207681e+01 
       3.948442520610e-04       9.706020862368e+01 
       4.230668392529e-04       1.037909086044e+02 
       4.531800792723e-04       1.109506740226e+02 
       4.853734083030e-04       1.185803235541e+02 
       5.198486575588e-04       1.267226816572e+02 
       5.568184080411e-04       1.354220180490e+02 
       5.965033555038e-04       1.447232337489e+02 
       6.391285237414e-04       1.546707692121e+02 
       6.849182269121e-04       1.653072139383e+02 
       7.340897917152e-04       1.766716431404e+02 
       7.868462095924e-04       1.887977399857e+02 
       8.433680859967e-04       2.017118170462e+02 
       9.038054586522e-04       2.154309007780e+02 
       9.682702230937e-04       2.299610643600e+02 
       1.036829977312e-03       2.452962352227e+02 
       1.109504033623e-03       2.614176324388e+02 
       1.186262131037e-03       2.782939491235e+02 
       1.267026045480e-03       2.958822938568e+02 
       1.351673909154e-03       3.141297928480e+02 
       1.440046703627e-03       3.329756615205e+02 
       1.531956161098e-03       3.523535521311e+02 
       1.627193233137e-03       3.721938927367e+02 
       1.725536357866e-03       3.924260642791e+02 
       1.826758931240e-03       4.129802713554e+02 
       1.930635607428e-03       4.337890099271e+02 
       2.036947265403e-03       4.547881738220e+02 
       2.145484649649e-03       4.759177761788e+02 
       2.256050808962e-03       4.971222463329e+02 
       2.368462520340e-03       5.183504192932e+02 
       2.482550905970e-03       5.395570310778e+02 
       2.598161443598e-03       5.607008797878e+02 
       2.715153546563e-03       5.817452696577e+02 
       2.833399858872e-03       6.026576480173e+02 
       2.952785379160e-03       6.234095712108e+02 
       3.073206498732e-03       6.439760180176e+02 
       3.194570014728e-03       6.643353285606e+02 
       3.316792160165e-03       6.844687924584e+02 
       3.439797677790e-03       7.043602362743e+02 
       3.563518953785e-03       7.239959678961e+02 
       3.687895219483e-03       7.433641452584e+02 
       3.812871823923e-03       7.624549416013e+02 
       3.938399576414e-03       7.812600560690e+02 
       4.064434156076e-03       7.997726341349e+02 
       4.190935583973e-03       8.179871639029e+02 
       4.317867752807e-03       8.358992432622e+02 
       4.445198008897e-03       8.535056213577e+02 
